E,eV	N(E),part
0	11
180	10
360	11
540	12
720	14
900	18
1080	16
1260	15
1440	17
1620	14
1800	28
1980	20
2160	31
2340	14
2520	29
2700	30
2880	39
3060	35
3240	28
3420	25
3600	44
3780	38
3960	37
4140	39
4320	43
4500	40
4680	41
4860	42
5040	42
5220	47
5400	44
5580	70
5760	58
5940	57
6120	58
6300	59
6480	69
6660	43
6840	54
7020	56
7200	58
7380	65
7560	77
7740	69
7920	63
8100	69
8280	68
8460	96
8640	77
8820	80
9000	83
9180	54
9360	64
9540	70
9720	65
9900	59
10080	67
10260	63
10440	70
10620	64
10800	71
10980	67
11160	71
11340	70
11520	70
11700	67
11880	52
12060	70
12240	78
12420	43
12600	56
12780	52
12960	58
13140	47
13320	47
13500	66
13680	55
13860	60
14040	68
14220	97
14400	79
14580	77
14760	96
14940	121
15120	145
15300	159
15480	164
15660	183
15840	232
16020	228
16200	238
16380	304
16560	267
16740	258
16920	254
17100	250
17280	201
17460	172
17640	146
17820	0
18000	0
