Energy,keV ConvInt convWidth convArea NumDeconvInt SimDeconvInt
 1.000e+00  1.054e-01  1.724e-02  6.629e+00  1.000e+00  1.000e+00
 2.000e+00  2.075e-01  3.448e-02  1.326e+01  9.850e-01  9.995e-01
 3.000e+00  3.040e-01  5.172e-02  1.989e+01  9.620e-01  9.994e-01
 4.000e+00  3.929e-01  8.621e-02  2.652e+01  9.325e-01  9.994e-01
 5.000e+00  4.731e-01  1.379e-01  3.315e+01  8.982e-01  9.994e-01
 6.000e+00  5.442e-01  1.897e-01  3.978e+01  8.611e-01  9.994e-01
 7.000e+00  6.066e-01  2.414e-01  4.641e+01  8.227e-01  9.995e-01
 8.000e+00  6.608e-01  2.931e-01  5.303e+01  7.842e-01  9.995e-01
 9.000e+00  7.076e-01  3.621e-01  5.966e+01  7.464e-01  9.992e-01
 1.000e+01  7.479e-01  4.310e-01  6.629e+01  7.101e-01  9.987e-01
 1.100e+01  7.827e-01  5.000e-01  7.292e+01  6.755e-01  9.979e-01
 1.200e+01  8.126e-01  5.862e-01  7.955e+01  6.429e-01  9.965e-01
 1.300e+01  8.384e-01  6.724e-01  8.618e+01  6.123e-01  9.942e-01
 1.400e+01  8.607e-01  7.414e-01  9.281e+01  5.837e-01  9.913e-01
 1.500e+01  8.801e-01  8.276e-01  9.944e+01  5.570e-01  9.871e-01
 1.600e+01  8.970e-01  9.138e-01  1.061e+02  5.322e-01  9.824e-01
 1.700e+01  9.117e-01  1.000e+00  1.127e+02  5.092e-01  9.769e-01
 1.800e+01  9.247e-01  1.086e+00  1.193e+02  4.877e-01  9.695e-01
 1.900e+01  9.360e-01  1.190e+00  1.260e+02  4.677e-01  9.618e-01
 2.000e+01  9.461e-01  1.259e+00  1.326e+02  4.491e-01  9.551e-01
 2.100e+01  9.550e-01  1.362e+00  1.392e+02  4.317e-01  9.454e-01
 2.200e+01  9.630e-01  1.466e+00  1.458e+02  4.155e-01  9.330e-01
 2.300e+01  9.701e-01  1.534e+00  1.525e+02  4.004e-01  9.219e-01
 2.400e+01  9.764e-01  1.638e+00  1.591e+02  3.862e-01  9.149e-01
 2.500e+01  9.821e-01  1.741e+00  1.657e+02  3.730e-01  9.076e-01
 2.600e+01  9.873e-01  1.845e+00  1.724e+02  3.605e-01  8.922e-01
 2.700e+01  9.919e-01  1.914e+00  1.790e+02  3.488e-01  8.715e-01
 2.800e+01  9.962e-01  2.017e+00  1.856e+02  3.378e-01  8.520e-01
 0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
