Energy,keV ConvInt convWidth convArea NumDeconvInt SimDeconvInt
 1.000e+00  1.986e-01  3.448e-02  1.268e+01  1.000e+00  1.000e+00
 2.000e+00  3.758e-01  8.621e-02  2.536e+01  9.464e-01  9.995e-01
 3.000e+00  5.205e-01  1.897e-01  3.805e+01  8.740e-01  9.994e-01
 4.000e+00  6.319e-01  2.931e-01  5.073e+01  7.958e-01  9.994e-01
 5.000e+00  7.153e-01  4.310e-01  6.341e+01  7.206e-01  9.989e-01
 6.000e+00  7.771e-01  5.862e-01  7.609e+01  6.524e-01  9.967e-01
 7.000e+00  8.231e-01  7.414e-01  8.877e+01  5.923e-01  9.912e-01
 8.000e+00  8.578e-01  9.138e-01  1.015e+02  5.401e-01  9.825e-01
 9.000e+00  8.842e-01  1.086e+00  1.141e+02  4.949e-01  9.690e-01
 1.000e+01  9.048e-01  1.276e+00  1.268e+02  4.557e-01  9.528e-01
 1.100e+01  9.209e-01  1.448e+00  1.395e+02  4.217e-01  9.326e-01
 1.200e+01  9.337e-01  1.638e+00  1.522e+02  3.919e-01  9.142e-01
 1.300e+01  9.441e-01  1.828e+00  1.649e+02  3.658e-01  8.892e-01
 1.400e+01  9.526e-01  2.017e+00  1.775e+02  3.427e-01  8.633e-01
 1.500e+01  9.596e-01  2.207e+00  1.902e+02  3.223e-01  8.433e-01
 1.600e+01  9.655e-01  2.414e+00  2.029e+02  3.040e-01  8.303e-01
 1.700e+01  9.704e-01  2.603e+00  2.156e+02  2.875e-01  7.969e-01
 1.800e+01  9.747e-01  2.793e+00  2.283e+02  2.727e-01  7.658e-01
 1.900e+01  9.783e-01  2.983e+00  2.409e+02  2.593e-01  7.383e-01
 2.000e+01  9.814e-01  3.190e+00  2.536e+02  2.472e-01  7.254e-01
 2.100e+01  9.841e-01  3.397e+00  2.663e+02  2.360e-01  7.281e-01
 2.200e+01  9.865e-01  3.621e+00  2.789e+02  2.259e-01  7.214e-01
 2.300e+01  9.887e-01  3.828e+00  2.916e+02  2.165e-01  6.949e-01
 2.400e+01  9.908e-01  4.086e+00  3.043e+02  2.079e-01  6.612e-01
 2.500e+01  9.928e-01  4.379e+00  3.170e+02  2.000e-01  6.319e-01
 2.600e+01  9.949e-01  4.707e+00  3.296e+02  1.927e-01  6.046e-01
 2.700e+01  9.973e-01  5.086e+00  3.423e+02  1.860e-01  5.940e-01
 2.800e+01  9.999e-01  5.586e+00  3.550e+02  1.799e-01  6.089e-01
 0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
