Energy,keV ConvInt convWidth convArea NumDeconvInt SimDeconvInt
 1.000e+00  6.074e-02  1.724e-02  3.806e+00  1.000e+00  9.978e-01
 2.000e+00  1.209e-01  1.724e-02  7.613e+00  9.958e-01  1.000e+00
 3.000e+00  1.802e-01  1.724e-02  1.142e+01  9.895e-01  9.999e-01
 4.000e+00  2.383e-01  3.448e-02  1.523e+01  9.811e-01  9.999e-01
 5.000e+00  2.946e-01  5.172e-02  1.903e+01  9.706e-01  9.999e-01
 6.000e+00  3.491e-01  5.172e-02  2.284e+01  9.582e-01  9.999e-01
 7.000e+00  4.013e-01  6.897e-02  2.665e+01  9.443e-01  1.000e+00
 8.000e+00  4.511e-01  1.034e-01  3.045e+01  9.289e-01  9.999e-01
 9.000e+00  4.985e-01  1.034e-01  3.426e+01  9.123e-01  9.998e-01
 1.000e+01  5.432e-01  1.379e-01  3.806e+01  8.948e-01  9.997e-01
 1.100e+01  5.854e-01  1.552e-01  4.187e+01  8.766e-01  9.996e-01
 1.200e+01  6.250e-01  1.724e-01  4.568e+01  8.578e-01  9.995e-01
 1.300e+01  6.620e-01  2.069e-01  4.948e+01  8.388e-01  9.994e-01
 1.400e+01  6.966e-01  2.414e-01  5.329e+01  8.196e-01  9.993e-01
 1.500e+01  7.288e-01  2.759e-01  5.710e+01  8.003e-01  9.993e-01
 1.600e+01  7.588e-01  3.103e-01  6.090e+01  7.812e-01  9.992e-01
 1.700e+01  7.867e-01  3.276e-01  6.471e+01  7.623e-01  9.991e-01
 1.800e+01  8.126e-01  3.621e-01  6.852e+01  7.436e-01  9.990e-01
 1.900e+01  8.366e-01  3.966e-01  7.232e+01  7.253e-01  9.988e-01
 2.000e+01  8.589e-01  4.310e-01  7.613e+01  7.074e-01  9.986e-01
 2.100e+01  8.796e-01  4.828e-01  7.994e+01  6.899e-01  9.982e-01
 2.200e+01  8.988e-01  5.172e-01  8.374e+01  6.730e-01  9.978e-01
 2.300e+01  9.166e-01  5.517e-01  8.755e+01  6.565e-01  9.973e-01
 2.400e+01  9.332e-01  5.862e-01  9.135e+01  6.405e-01  9.966e-01
 2.500e+01  9.486e-01  6.207e-01  9.516e+01  6.250e-01  9.957e-01
 2.600e+01  9.628e-01  6.552e-01  9.897e+01  6.100e-01  9.946e-01
 2.700e+01  9.761e-01  7.069e-01  1.028e+02  5.955e-01  9.933e-01
 2.800e+01  9.885e-01  7.414e-01  1.066e+02  5.815e-01  9.919e-01
 0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
