0	6
2	6
4	1
6	2
8	2
10	1
12	2
14	1
16	1
18	3
20	2
22	2
24	3
26	2
28	3
30	3
32	4
34	2
36	0
38	2
40	2
42	2
44	0
46	1
48	1
50	3
52	2
54	2
56	1
58	2
60	3
62	2
64	1
66	3
68	1
70	3
72	4
74	2
76	4
78	2
80	3
82	1
84	3
86	4
88	2
90	1
92	3
94	3
96	3
98	4
100	3
102	2
104	2
106	1
108	1
110	3
112	4
114	2
116	4
118	3
120	3
122	1
124	3
126	2
128	3
130	2
132	1
134	1
136	5
138	0
140	3
142	2
144	1
146	4
148	4
150	4
152	4
154	0
156	3
158	2
160	3
162	3
164	0
166	3
168	0
170	7
172	3
174	2
176	2
178	2
180	3
182	2
184	4
186	1
188	4
190	4
192	3
194	2
196	2
198	1
200	2
202	2
204	0
206	1
208	1
210	0
212	2
214	0
216	5
218	3
220	6
222	4
224	1
226	2
228	3
230	3
232	1
234	6
236	3
238	3
240	3
242	3
244	2
246	1
248	1
250	2
252	4
254	0
256	10
258	0
260	2
262	4
264	1
266	4
268	2
270	3
272	2
274	2
276	0
278	6
280	1
282	4
284	2
286	2
288	1
290	4
292	2
294	5
296	2
298	1
300	2
302	2
304	5
306	3
308	3
310	3
312	2
314	5
316	2
318	3
320	3
322	5
324	3
326	4
328	7
330	4
332	4
334	2
336	3
338	1
340	3
342	7
344	3
346	2
348	4
350	2
352	2
354	4
356	1
358	3
360	3
362	1
364	5
366	2
368	1
370	6
372	4
374	2
376	3
378	1
380	1
382	3
384	4
386	3
388	2
390	1
392	4
394	2
396	7
398	3
400	0
402	2
404	4
406	4
408	4
410	7
412	5
414	3
416	2
418	4
420	3
422	7
424	5
426	4
428	3
430	4
432	4
434	4
436	2
438	3
440	3
442	4
444	7
446	2
448	3
450	7
452	5
454	6
456	5
458	4
460	5
462	3
464	1
466	5
468	2
470	2
472	7
474	4
476	7
478	5
480	4
482	3
484	3
486	7
488	4
490	6
492	5
494	4
496	3
498	1
500	2
502	5
504	5
506	4
508	2
510	8
512	2
514	4
516	3
518	5
520	4
522	3
524	3
526	3
528	4
530	3
532	5
534	1
536	6
538	3
540	6
542	5
544	2
546	4
548	6
550	7
552	3
554	3
556	3
558	5
560	4
562	5
564	1
566	6
568	2
570	7
572	6
574	7
576	3
578	4
580	3
582	5
584	3
586	2
588	3
590	11
592	3
594	1
596	7
598	7
600	7
602	15
604	2
606	4
608	5
610	4
612	7
614	6
616	6
618	5
620	8
622	5
624	5
626	10
628	4
630	6
632	4
634	3
636	8
638	7
640	7
642	6
644	6
646	4
648	9
650	6
652	8
654	2
656	7
658	1
660	7
662	1
664	8
666	7
668	6
670	5
672	6
674	0
676	2
678	5
680	4
682	5
684	5
686	6
688	2
690	5
692	6
694	3
696	2
698	4
700	8
702	5
704	3
706	8
708	9
710	7
712	5
714	5
716	7
718	10
720	5
722	2
724	4
726	4
728	5
730	6
732	4
734	6
736	5
738	7
740	5
742	4
744	7
746	4
748	6
750	5
752	6
754	6
756	6
758	16
760	7
762	10
764	4
766	5
768	8
770	7
772	8
774	10
776	6
778	4
780	5
782	3
784	5
786	11
788	6
790	4
792	7
794	9
796	5
798	9
800	3
802	7
804	9
806	10
808	10
810	5
812	10
814	10
816	7
818	9
820	6
822	4
824	2
826	6
828	9
830	4
832	8
834	3
836	9
838	6
840	9
842	7
844	8
846	8
848	10
850	9
852	11
854	9
856	7
858	6
860	6
862	2
864	11
866	7
868	15
870	14
872	6
874	5
876	7
878	3
880	7
882	4
884	9
886	12
888	9
890	5
892	10
894	10
896	7
898	12
900	11
902	5
904	7
906	5
908	10
910	10
912	12
914	9
916	7
918	7
920	10
922	12
924	9
926	9
928	9
930	9
932	15
934	8
936	13
938	13
940	8
942	11
944	6
946	5
948	11
950	8
952	5
954	8
956	8
958	12
960	7
962	10
964	8
966	16
968	9
970	12
972	9
974	8
976	7
978	9
980	8
982	7
984	9
986	9
988	9
990	9
992	12
994	9
996	8
998	6
1000	9
1002	10
1004	10
1006	7
1008	9
1010	9
1012	13
1014	6
1016	11
1018	10
1020	9
1022	13
1024	7
1026	10
1028	15
1030	15
1032	8
1034	9
1036	7
1038	10
1040	11
1042	8
1044	18
1046	9
1048	8
1050	10
1052	11
1054	17
1056	11
1058	12
1060	13
1062	7
1064	11
1066	15
1068	10
1070	10
1072	9
1074	14
1076	18
1078	12
1080	17
1082	13
1084	8
1086	9
1088	13
1090	9
1092	10
1094	12
1096	8
1098	16
1100	19
1102	15
1104	9
1106	11
1108	7
1110	19
1112	9
1114	10
1116	17
1118	10
1120	8
