0.01	2.97917E-5
0.02	2.97917E-5
0.03	2.97917E-5
0.04	2.97917E-5
0.05	2.97917E-5
0.06	2.97917E-5
0.07	2.97917E-5
0.08	2.97917E-5
0.09	2.97917E-5
0.1	2.97917E-5
0.11	2.97917E-5
0.12	2.97917E-5
0.13	2.97917E-5
0.14	2.97917E-5
0.15	2.97917E-5
0.16	2.97917E-5
0.17	2.97917E-5
0.18	2.97917E-5
0.19	2.97917E-5
0.2	2.97917E-5
0.21	2.97917E-5
0.22	2.97917E-5
0.23	2.97917E-5
0.24	2.97917E-5
0.25	2.97917E-5
0.26	2.97917E-5
0.27	2.97917E-5
0.28	2.97917E-5
0.29	2.97917E-5
0.3	2.97917E-5
0.31	2.97917E-5
0.32	2.97917E-5
0.33	2.97917E-5
0.34	2.97917E-5
0.35	2.97917E-5
0.36	2.97917E-5
0.37	2.97917E-5
0.38	2.97917E-5
0.39	2.97917E-5
0.4	2.97917E-5
0.41	2.97917E-5
0.42	2.97917E-5
0.43	2.97917E-5
0.44	2.97917E-5
0.45	2.97917E-5
0.46	2.97917E-5
0.47	2.97917E-5
0.48	2.97917E-5
0.49	2.97917E-5
0.5	2.97917E-5
0.51	2.97917E-5
0.52	2.97917E-5
0.53	2.97917E-5
0.54	2.97917E-5
0.55	2.97917E-5
0.56	2.97917E-5
0.57	2.97917E-5
0.58	2.97917E-5
0.59	2.97917E-5
0.6	2.97917E-5
0.61	2.97917E-5
0.62	2.97917E-5
0.63	2.97917E-5
0.64	2.97917E-5
0.65	2.97917E-5
0.66	2.97917E-5
0.67	2.97917E-5
0.68	2.97917E-5
0.69	2.97917E-5
0.7	2.97917E-5
0.71	2.97917E-5
0.72	2.97917E-5
0.73	2.97917E-5
0.74	2.97917E-5
0.75	2.97917E-5
0.76	2.97917E-5
0.77	2.97917E-5
0.78	2.97917E-5
0.79	2.97917E-5
0.8	2.97917E-5
0.81	2.97917E-5
0.82	2.97917E-5
0.83	2.97917E-5
0.84	2.97917E-5
0.85	2.97917E-5
0.86	2.97917E-5
0.87	2.97917E-5
0.88	2.97917E-5
0.89	2.97917E-5
0.9	2.97917E-5
0.91	2.97917E-5
0.92	2.97917E-5
0.93	2.97917E-5
0.94	2.97917E-5
0.95	2.97917E-5
0.96	2.97917E-5
0.97	0
0.98	7.10025E-6
0.99	6.61338E-5
1	1.40885E-4
1.01	1.6768E-4
1.02	1.51765E-4
1.03	1.52574E-4
1.04	1.17339E-4
1.05	8.60872E-5
1.06	1.38508E-4
1.07	1.61894E-4
1.08	2.41374E-4
1.09	3.27826E-4
1.1	3.31847E-4
1.11	2.63963E-4
1.12	2.23223E-4
1.13	2.35181E-4
1.14	1.87459E-4
1.15	1.15271E-4
1.16	1.13116E-4
1.17	1.09772E-4
1.18	1.22664E-4
1.19	1.73394E-4
1.2	1.50719E-4
1.21	1.10085E-4
1.22	9.94893E-5
1.23	1.17148E-4
1.24	1.32617E-4
1.25	1.11255E-4
1.26	8.92184E-5
1.27	9.70097E-5
1.28	1.68106E-4
1.29	2.32106E-4
1.3	2.68382E-4
1.31	2.2603E-4
1.32	1.33234E-4
1.33	9.55234E-5
1.34	1.4716E-4
1.35	2.25697E-4
1.36	2.90427E-4
1.37	3.45033E-4
