E,eV	dN/dE,part/eV
0	0,201
5	0
10	0
15	0
20	0
25	0,201
30	0
35	0
40	0
45	0
50	0
55	0
60	0
65	0
70	0,201
75	0
80	0
85	0
90	0
95	0
100	0
105	0
110	0
115	0
120	0
125	0,401
130	0
135	0
140	0
145	0
150	0
155	0
160	0
165	0
170	0,201
175	0
180	0
185	0,201
190	0
195	0
200	0
205	0
210	0
215	0
220	0
225	0
230	0
235	0
240	0
245	0
250	0
255	0
260	0,201
265	0
270	0
275	0,201
280	0
285	0
290	0,201
295	0
300	0
305	0
310	0
315	0
320	0
325	0
330	0
335	0
340	0
345	0
350	0,201
355	0,201
360	0
365	0
370	0
375	0
380	0,201
385	0,201
390	0
395	0
400	0,201
405	0,201
410	0
415	0
420	0
425	0
430	0
435	0,6
440	0
445	0,401
450	0
455	0
460	0,201
465	0
470	0
475	0,201
480	0
485	0,401
490	0,6
495	0,201
500	0
505	0
510	0
515	0
520	0
525	0
530	0,201
535	0
540	0
545	0,201
550	0
555	0
560	0
565	0,201
570	0
575	0
580	0,201
585	0,201
590	0
595	0
600	0
605	0,201
610	0,201
615	0,401
620	0,201
625	0
630	0,201
635	0
640	0
645	0
650	0
655	0,201
660	0
665	0
670	0
675	0
680	0
685	0
690	0,201
695	0
700	0,201
705	0
710	0
715	0
720	0,201
725	0
730	0
735	0
740	0,201
745	0
750	0,201
755	0
760	0
765	0
770	0,201
775	0,201
780	0
785	0
790	0
795	0
800	0
805	0
810	0
815	0,201
820	0
825	0,201
830	0
835	0,201
840	0,201
845	0
850	0
855	0,201
860	0,201
865	0
870	0
875	0
880	0
885	0
890	0
895	0
900	0
905	0
910	0
915	0,201
920	0
925	0,201
930	0,6
935	0
940	0,201
945	0,201
950	0,201
955	0,201
960	0
965	0
970	0
975	0
980	0
985	0
990	0
995	0,6
1000	0
1005	0
1010	0,201
1015	0
1020	0
1025	0
1030	0
1035	0,201
1040	0,201
1045	0
1050	0,401
1055	0
1060	0
1065	0
1070	0
1075	0,201
1080	0
1085	0,201
1090	0,201
1095	0
1100	0
1105	0
1110	0
1115	0
1120	0
1125	0
1130	0
1135	0
1140	0
1145	0
1150	0
1155	0,201
1160	0,401
1165	0,201
1170	0
1175	0
1180	0
1185	0,401
1190	0
1195	0
1200	0,201
1205	0,201
1210	0
1215	0
1220	0,201
1225	0
1230	0,201
1235	0,201
1240	0,201
1245	0
1250	0
1255	0
1260	0,201
1265	0,201
1270	0
1275	0,201
1280	0
1285	0
1290	0
1295	0
1300	0
1305	0
1310	0
1315	0,401
1320	0,201
1325	0
1330	0,401
1335	0,201
1340	0
1345	0
1350	0
1355	0
1360	0
1365	0
1370	0,201
1375	0
1380	0,201
1385	0,201
1390	0
1395	0
1400	0
1405	0
1410	0,201
1415	0,201
1420	0
1425	0,201
1430	0,201
1435	0
1440	0,201
1445	0
1450	0,201
1455	0
1460	0,401
1465	0,201
1470	0,201
1475	0
1480	0,201
1485	0
1490	0
1495	0,201
1500	0
1505	0,201
1510	0,201
1515	0
1520	0
1525	0,201
1530	0,201
1535	0
1540	0,401
1545	0,201
1550	0,201
1555	0,401
1560	0
1565	0,201
1570	0,401
1575	0,401
1580	0,6
1585	0,201
1590	0
1595	0,201
1600	0
1605	0,201
1610	0
1615	0,201
1620	0
1625	0
1630	0
1635	0,201
1640	0
1645	0
1650	0,201
1655	0
1660	0
1665	0
1670	0,201
1675	0
1680	0
1685	0,201
1690	0
1695	0,401
1700	0,401
1705	0,401
1710	0
1715	0,201
1720	0,201
1725	0
1730	0
1735	0
1740	0
1745	0
1750	0
1755	0,201
1760	0,201
1765	0
1770	0
1775	0
1780	0
1785	0,201
1790	0
1795	0,201
1800	0,201
1805	0,201
1810	0
1815	0
1820	0
1825	0,201
1830	0,201
1835	0
1840	0
1845	0
1850	0,201
1855	0
1860	0
1865	0
1870	0,201
1875	0
1880	0,401
1885	0
1890	0,201
1895	0,201
1900	0,201
1905	0
1910	0
1915	0,201
1920	0
1925	0,201
1930	0,6
1935	0
1940	0
1945	0
1950	0,201
1955	0,6
1960	0,801
1965	0
1970	0
1975	0,201
1980	0,201
1985	0
1990	0,401
1995	0,401
2000	0,201
2005	0
2010	0,201
2015	0,201
2020	0
2025	0,6
2030	0
2035	0
2040	0,201
2045	0
2050	1
2055	0
2060	0
2065	0,201
2070	0
2075	0,6
2080	0
2085	0
2090	0
2095	0,201
2100	0,401
2105	0,201
2110	0
2115	0,201
2120	0,401
2125	0
2130	0
2135	0,201
2140	0,201
2145	0,401
2150	0
2155	0,201
2160	0
2165	0,401
2170	0
2175	0,401
2180	0,201
2185	0
2190	0,201
2195	0,401
2200	0,201
2205	0,201
2210	0,201
2215	0,201
2220	0
2225	0,201
2230	0
2235	0,201
2240	0
2245	0,201
2250	0,201
2255	0
2260	0
2265	0,201
2270	0,401
2275	0,401
2280	0
2285	0,201
2290	0,201
2295	0
2300	0,201
2305	0,401
2310	0,201
2315	1,2
2320	0,201
2325	0,401
2330	0,201
2335	0
2340	0,201
2345	0,201
2350	0,201
2355	0,201
2360	0,401
2365	0
2370	0,201
2375	0,401
2380	0
2385	0,201
2390	0
2395	0
2400	0,201
2405	0
2410	0,201
2415	0,201
2420	0,201
2425	0,201
2430	0,201
2435	0,201
2440	0
2445	0,201
2450	0
2455	0,201
2460	0,201
2465	0,6
2470	0,401
2475	0,401
2480	0,201
2485	0,6
2490	0
2495	0,401
2500	0,201
2505	0
2510	0,6
2515	0,201
2520	0,201
2525	0,401
2530	0
2535	0,6
2540	0,201
2545	0
2550	0,201
2555	0
2560	0
2565	0,401
2570	0,401
2575	0,201
2580	0,401
2585	0,401
2590	0,401
2595	0,201
2600	0
2605	0,201
2610	0
2615	0,201
2620	0,401
2625	0,401
2630	0
2635	0,201
2640	0,401
2645	0
2650	0,401
2655	0
2660	0,201
2665	0
2670	0,201
2675	0
2680	0,201
2685	0
2690	0
2695	0,201
2700	0,401
2705	0
2710	0,401
2715	0,6
2720	0
2725	0,201
2730	0
2735	0,6
2740	0,201
2745	0,801
2750	0,201
2755	0
2760	1
2765	0,401
2770	0,201
2775	0
2780	0,201
2785	0,401
2790	0,201
2795	0,201
2800	0,6
2805	0,201
2810	0,201
2815	0,201
2820	0
2825	0,201
2830	0
2835	0,201
2840	0,201
2845	0
2850	0,401
2855	0,801
2860	0,201
2865	0
2870	0
2875	0,201
2880	0
2885	0,201
2890	0,201
2895	0,201
2900	0,401
2905	0,201
2910	0,201
2915	0,201
2920	0
2925	0,401
2930	0,201
2935	0
2940	0
2945	0,201
2950	0,201
2955	0
2960	0,401
2965	0,201
2970	0
2975	0,201
2980	0,401
2985	0,6
2990	0,201
2995	0,201
3000	0
3005	0,201
3010	0
3015	0,6
3020	0,201
3025	0
3030	0,201
3035	0,401
3040	0,401
3045	0
3050	0,201
3055	0,401
3060	0,201
3065	0,201
3070	0
3075	0,401
3080	0,6
3085	0,401
3090	0,6
3095	0
3100	0,401
3105	0,401
3110	0
3115	0,201
3120	0,6
3125	0
3130	0,201
3135	0,6
3140	0,201
3145	0,401
3150	0,6
3155	0,201
3160	0,401
3165	0,401
3170	0,401
3175	0,6
3180	0,201
3185	0,401
3190	0,6
3195	0
3200	0,201
3205	0
3210	0,401
3215	0,201
3220	0
3225	0,201
3230	0,201
3235	0,401
3240	0,201
3245	0
3250	0
3255	0
3260	0,6
3265	0
3270	0,201
3275	0,201
3280	0
3285	0,201
3290	0,201
3295	0,201
3300	0,201
3305	0,201
3310	0,6
3315	0
3320	0,401
3325	0,201
3330	0,201
3335	0,201
3340	0
3345	0,6
3350	0,401
3355	0,401
3360	0,201
3365	0
3370	0,6
3375	0,401
3380	0,401
3385	0,401
3390	0,201
3395	0,6
3400	0,201
3405	0,201
3410	0,201
3415	0,201
3420	0
3425	0,801
3430	0,201
3435	0
3440	0,201
3445	0,6
3450	0,401
3455	0
3460	0,201
3465	0,401
3470	0,201
3475	0,801
3480	0
3485	0,401
3490	0,6
3495	0
3500	0,801
3505	0,6
3510	0,201
3515	0
3520	0
3525	0,401
3530	0,201
3535	0,401
3540	0
3545	0
3550	0,201
3555	0,401
3560	0
3565	0,401
3570	0,201
3575	0,801
3580	0,201
3585	0
3590	0,201
3595	0
3600	0,6
3605	1
3610	0,201
3615	0
3620	0,6
3625	0,201
3630	0,201
3635	0
3640	0,201
3645	0,201
3650	0,6
3655	0,201
3660	0
3665	0,401
3670	0
3675	0,401
3680	0
3685	0,201
3690	0
3695	0,401
3700	0,201
3705	0
3710	0,6
3715	0,6
3720	0,401
3725	0,201
3730	0
3735	0,6
3740	0,201
3745	0,201
3750	0,401
3755	0,6
3760	0,6
3765	0
3770	0,401
3775	0
3780	0
3785	0,201
3790	0
3795	0,201
3800	0,401
3805	0,801
3810	0,201
3815	0,201
3820	0,201
3825	0
3830	0
3835	0,6
3840	0,201
3845	0,401
3850	0,201
3855	0,801
3860	0,801
3865	0,6
3870	0,6
3875	0,401
3880	0,401
3885	0
3890	0
3895	0,201
3900	0,801
3905	0,401
3910	0,6
3915	0,401
3920	0,401
3925	0
3930	0
3935	0,201
3940	0,6
3945	0,6
3950	0
3955	0,201
3960	0,401
3965	0,401
3970	0,6
3975	0,401
3980	0,6
3985	0,201
3990	0,201
3995	0
4000	0,401
4005	0,401
4010	1,2
4015	0
4020	0,401
4025	0
4030	0,401
4035	0,6
4040	0,6
4045	0
4050	0,401
4055	0,6
4060	0,401
4065	0,201
4070	0
4075	0,201
4080	0,401
4085	0,6
4090	0
4095	0
4100	0,6
4105	0,6
4110	0,6
4115	0,201
4120	0,6
4125	0,201
4130	0
4135	0,201
4140	0,401
4145	0,401
4150	0,401
4155	0,6
4160	0,401
4165	0,401
4170	0,401
4175	0,6
4180	0,6
4185	0,801
4190	0,401
4195	0,401
4200	0,401
4205	0,6
4210	0,401
4215	0
4220	0,401
4225	0,801
4230	0
4235	0,201
4240	0
4245	0,801
4250	0,201
4255	0,6
4260	0
4265	0,201
4270	0,401
4275	0,201
4280	0,201
4285	0,801
4290	0,801
4295	0,201
4300	0,401
4305	1,2
4310	0,801
4315	0,201
4320	0,401
4325	0,201
4330	0
4335	0,201
4340	0,801
4345	1
4350	1
4355	0,801
4360	0,401
4365	0,801
4370	0,6
4375	0,401
4380	0,801
4385	0,801
4390	0,401
4395	0,201
4400	0,401
4405	0,401
4410	0,401
4415	0,801
4420	0,6
4425	0,801
4430	0,401
4435	0
4440	0,201
4445	0,201
4450	0,201
4455	0,801
4460	0,401
4465	0
4470	0
4475	0,201
4480	0,6
4485	0,6
4490	0,201
4495	0,201
4500	0,801
4505	0,401
4510	0
4515	0,201
4520	0,401
4525	0,801
4530	0,401
4535	0,6
4540	0,201
4545	0,401
4550	0,201
4555	0
4560	0,401
4565	0
4570	0,6
4575	0,401
4580	0,6
4585	0,401
4590	1
4595	0,801
4600	0,6
4605	1
4610	0,401
4615	0,201
4620	0
4625	0,201
4630	0,801
4635	0,401
4640	0,6
4645	0,6
4650	0,6
4655	0,201
4660	0,801
4665	0
4670	0,801
4675	1
4680	0,6
4685	0,401
4690	0,801
4695	1,2
4700	0,801
4705	0,401
4710	0,401
4715	0,201
4720	0,801
4725	0,201
4730	0,401
4735	0,401
4740	0,201
4745	1
4750	0,6
4755	1
4760	0,401
4765	1
4770	0,6
4775	0,6
4780	1
4785	0,401
4790	0,6
4795	0,6
4800	0,401
4805	0,801
4810	0,801
4815	0,6
4820	0,401
4825	1
4830	0,401
4835	0,801
4840	0,401
4845	0
4850	0,801
4855	0,201
4860	0,6
4865	0,6
4870	0,201
4875	0
4880	0,801
4885	0,801
4890	0,401
4895	0,801
4900	1,2
4905	0,801
4910	0,201
4915	1
4920	0,401
4925	0,801
4930	0,6
4935	0,801
4940	0,201
4945	1,2
4950	0,401
4955	0,401
4960	0,801
4965	0,801
4970	0,801
4975	0,201
4980	0,801
4985	1
4990	0
4995	0
5000	0,6
5005	0,201
5010	0,801
5015	1
5020	0,401
5025	1
5030	0,201
5035	0,201
5040	0
5045	0,201
5050	0,6
5055	0,6
5060	0,801
5065	1,2
5070	0,401
5075	0,201
5080	0,401
5085	0,401
5090	0
5095	0,801
5100	0,6
5105	1,4
5110	1
5115	0,801
5120	0,6
5125	1,2
5130	0,401
5135	0
5140	0,401
5145	0,801
5150	0,401
5155	0,801
5160	1
5165	1,4
5170	0,401
5175	0,801
5180	0,6
5185	0,401
5190	1,2
5195	0,201
5200	0,6
5205	0,201
5210	0,401
5215	1,2
5220	1
5225	0,201
5230	1,2
5235	0,6
5240	1
5245	0,401
5250	0,6
5255	0,401
5260	0,801
5265	0,201
5270	0,401
5275	1
5280	1,2
5285	0,401
5290	0,801
5295	0,6
5300	0,801
5305	0,6
5310	0,401
5315	0,6
5320	0,6
5325	0,801
5330	0,6
5335	0,801
5340	0,401
5345	0,801
5350	1
5355	1,2
5360	1,601
5365	0,201
5370	0,401
5375	1,2
5380	0,401
5385	1,4
5390	0,6
5395	1,2
5400	1
5405	0,6
5410	0,401
5415	0,401
5420	0,6
5425	0,801
5430	0,6
5435	1
5440	0,801
5445	0,201
5450	0,801
5455	0,401
5460	1,2
5465	0,401
5470	1,801
5475	1
5480	0,6
5485	0,401
5490	1
5495	1,2
5500	1,2
5505	0,801
5510	0,801
5515	1
5520	1,2
5525	0,801
5530	0,801
5535	0,6
5540	0,401
5545	0,801
5550	1
5555	0,6
5560	0,801
5565	1,801
5570	1,2
5575	0,801
5580	0,801
5585	0,6
5590	0,801
5595	0,201
5600	0,6
5605	1,2
5610	0,801
5615	1,601
5620	0,801
5625	0,401
5630	1
5635	0,6
5640	1,601
5645	0,6
5650	0,401
5655	2,201
5660	0
5665	1,2
5670	0,801
5675	1
5680	1,2
5685	0,6
5690	0,201
5695	0,401
5700	2
5705	0,401
5710	1
5715	0,6
5720	0,6
5725	1,2
5730	0,6
5735	1
5740	0,401
5745	0,401
5750	1
5755	1,2
5760	0,6
5765	1
5770	1,2
5775	1,801
5780	0,801
5785	1,4
5790	1
5795	1,4
5800	1,2
5805	0,6
5810	1,801
5815	0,801
5820	1,2
5825	1
5830	1
5835	1,601
5840	2,4
5845	0,201
5850	1
5855	1
5860	0,6
5865	0,6
5870	1
5875	0
5880	0,6
5885	0,6
5890	1
5895	0,401
5900	1,4
5905	0,201
5910	1,4
5915	1,4
5920	1,4
5925	1,4
5930	1,2
5935	1
5940	0,401
5945	1,601
5950	0,801
5955	1,4
5960	1
5965	1,601
5970	0,401
5975	1
5980	1,601
5985	1
5990	1,2
5995	1
6000	1,4
6005	0,201
6010	1,4
6015	1
6020	0,6
6025	1,801
6030	1
6035	1,4
6040	1,601
6045	0,201
6050	1,601
6055	0,6
6060	1
6065	0,6
6070	1
6075	0,801
6080	2
6085	1,4
6090	1,4
6095	0,6
6100	2,201
6105	1,2
6110	1
6115	1,4
6120	1
6125	1,2
6130	1
6135	1,4
6140	2,201
6145	1,2
6150	1
6155	1
6160	1
6165	1,4
6170	0,801
6175	1,601
6180	1
6185	1,4
6190	1,2
6195	1,601
6200	2,201
6205	2,4
6210	1,2
6215	1,2
6220	1,601
6225	0,801
6230	1,4
6235	2
6240	2
6245	1,801
6250	1,4
6255	1,4
6260	1,4
6265	1,2
6270	1,801
6275	1
6280	1,4
6285	1,601
6290	0
6295	1,4
6300	2
6305	1,4
6310	1,2
6315	2
6320	1,2
6325	2
6330	0,6
6335	1
6340	1
6345	1
6350	1,601
6355	1
6360	0,6
6365	2,4
6370	1
6375	2,601
6380	1,2
