E,eV	N(E),part
0,00 0.000
10,00 0.000
20,00 0.000
30,00 0.000
40,00 0.000
50,00 0.000
60,00 0.000
70,00 0.000
80,00 0.000
90,00 0.000
100,00 0.000
110,00 0.000
120,00 0.000
130,00 0.000
140,00 0.000
150,00 0.000
160,00 0.000
170,00 0.000
180,00 0.000
190,00 0.000
200,00 0.000
210,00 0.000
220,00 0.000
230,00 0.000
240,00 0.000
250,00 0.000
260,00 0.000
270,00 0.000
280,00 0.000
290,00 0.000
300,00 0.000
310,00 0.000
320,00 0.000
330,00 0.000
340,00 0.000
350,00 0.000
360,00 0.000
370,00 0.000
380,00 0.000
390,00 0.000
400,00 0.000
410,00 0.000
420,00 0.000
430,00 0.000
440,00 0.000
450,00 0.000
460,00 0.000
470,00 1.000
480,00 0.000
490,00 0.000
500,00 0.000
510,00 0.000
520,00 0.000
530,00 0.000
540,00 0.000
550,00 0.000
560,00 0.000
570,00 0.000
580,00 0.000
590,00 1.000
600,00 0.000
610,00 0.000
620,00 0.000
630,00 0.000
640,00 0.000
650,00 1.000
660,00 0.000
670,00 0.000
680,00 0.000
690,00 0.000
700,00 0.000
710,00 0.000
720,00 0.000
730,00 0.000
740,00 0.000
750,00 0.000
760,00 0.000
770,00 0.000
780,00 0.000
790,00 0.000
800,00 0.000
810,00 0.000
820,00 0.000
830,00 0.000
840,00 1.000
850,00 0.000
860,00 1.000
870,00 1.000
880,00 0.000
890,00 0.000
900,00 0.000
910,00 0.000
920,00 0.000
930,00 0.000
940,00 0.000
950,00 1.000
960,00 2.000
970,00 0.000
980,00 2.000
990,00 0.000
1000,00 1.000
1010,00 0.000
1020,00 0.000
1030,00 0.000
1040,00 5.000
1050,00 0.000
1060,00 5.000
1070,00 5.000
1080,00 10.000
1090,00 3.000
1100,00 6.000
1110,00 6.000
1120,00 16.000
1130,00 13.000
1140,00 36.000
1150,00 48.000
1160,00 64.000
1170,00 50.000
1180,00 58.000
1190,00 45.000
1200,00 48.000
1210,00 18.000
1220,00 8.000
1230,00 8.000
1240,00 7.000
1250,00 6.000
1260,00 12.000
1270,00 5.000
1280,00 7.000
1290,00 10.000
1300,00 3.000
1310,00 6.000
1320,00 6.000
1330,00 3.000
1340,00 8.000
1350,00 5.000
1360,00 6.000
1370,00 7.000
1380,00 5.000
1390,00 8.000
1400,00 5.000
1410,00 10.000
1420,00 6.000
1430,00 3.000
1440,00 2.000
1450,00 11.000
1460,00 2.000
1470,00 6.000
1480,00 5.000
1490,00 10.000
1500,00 6.000
1510,00 9.000
1520,00 6.000
1530,00 7.000
1540,00 3.000
1550,00 8.000
1560,00 5.000
1570,00 5.000
1580,00 10.000
1590,00 11.000
1600,00 4.000
1610,00 9.000
1620,00 7.000
1630,00 7.000
1640,00 7.000
1650,00 9.000
1660,00 3.000
1670,00 8.000
1680,00 5.000
1690,00 11.000
1700,00 4.000
1710,00 9.000
1720,00 7.000
1730,00 9.000
1740,00 7.000
1750,00 11.000
1760,00 8.000
1770,00 5.000
1780,00 6.000
1790,00 8.000
1800,00 8.000
1810,00 6.000
1820,00 2.000
1830,00 9.000
1840,00 7.000
1850,00 5.000
1860,00 9.000
1870,00 9.000
1880,00 2.000
1890,00 6.000
1900,00 11.000
1910,00 9.000
1920,00 14.000
1930,00 7.000
1940,00 5.000
1950,00 8.000
1960,00 7.000
1970,00 6.000
1980,00 9.000
1990,00 7.000
2000,00 10.000
2010,00 5.000
2020,00 9.000
2030,00 8.000
2040,00 7.000
2050,00 7.000
2060,00 14.000
2070,00 9.000
2080,00 10.000
2090,00 10.000
2100,00 11.000
2110,00 8.000
2120,00 13.000
2130,00 14.000
2140,00 8.000
2150,00 9.000
2160,00 17.000
2170,00 12.000
2180,00 18.000
2190,00 22.000
2200,00 17.000
2210,00 17.000
2220,00 21.000
2230,00 26.000
2240,00 10.000
2250,00 28.000
2260,00 31.000
2270,00 27.000
2280,00 40.000
2290,00 23.000
2300,00 26.000
2310,00 36.000
2320,00 34.000
2330,00 31.000
2340,00 49.000
2350,00 42.000
2360,00 57.000
2370,00 72.000
2380,00 88.000
2390,00 107.000
2400,00 122.000
2410,00 142.000
2420,00 209.000
2430,00 350.000
2440,00 561.000
2450,00 739.000
2460,00 877.000
2470,00 1059.000
2480,00 1167.000
2490,00 962.000
2500,00 557.000
2510,00 213.000
2520,00 191.000
2530,00 167.000
2540,00 147.000
2550,00 147.000
2560,00 134.000
2570,00 156.000
2580,00 133.000
2590,00 141.000
2600,00 121.000
2610,00 143.000
2620,00 141.000
2630,00 135.000
2640,00 138.000
2650,00 160.000
2660,00 152.000
2670,00 174.000
2680,00 205.000
2690,00 184.000
2700,00 250.000
2710,00 272.000
2720,00 352.000
2730,00 660.000
2740,00 1534.000
2750,00 1722.000
2760,00 1723.000
2770,00 1801.000
2780,00 1992.000
2790,00 2010.000
2800,00 712.000
2810,00 45.000
2820,00 33.000
2830,00 5.000
2840,00 1.000
2850,00 0.000
2860,00 0.000
2870,00 0.000
2880,00 0.000
2890,00 0.000
2900,00 0.000
2910,00 0.000
2920,00 0.000
2930,00 0.000
2940,00 0.000
2950,00 0.000
2960,00 0.000
2970,00 0.000
2980,00 0.000
2990,00 0.000
3000,00 0.000
