Energy,keV spectrum_int fitted_spectrum  get_elastic_partAu get_inelastic_partAu get_elastic_partPd get_inelastic_partPd  
6.1540e+00 4.981e-03 1.885e-04 1.150e-05 9.344e-08 5.120e-05 1.356e-04
6.1560e+00 4.012e-03 1.890e-04 1.150e-05 9.413e-08 5.122e-05 1.361e-04
6.1580e+00 3.351e-03 1.895e-04 1.151e-05 9.483e-08 5.125e-05 1.366e-04
6.1600e+00 3.152e-03 1.900e-04 1.152e-05 9.553e-08 5.127e-05 1.371e-04
6.1620e+00 3.175e-03 1.905e-04 1.152e-05 9.624e-08 5.130e-05 1.376e-04
6.1640e+00 3.116e-03 1.910e-04 1.153e-05 9.695e-08 5.133e-05 1.381e-04
6.1660e+00 2.997e-03 1.915e-04 1.153e-05 9.766e-08 5.135e-05 1.386e-04
6.1680e+00 2.869e-03 1.920e-04 1.154e-05 9.838e-08 5.138e-05 1.391e-04
6.1700e+00 2.604e-03 1.926e-04 1.154e-05 9.911e-08 5.140e-05 1.396e-04
6.1720e+00 2.341e-03 1.931e-04 1.155e-05 9.983e-08 5.143e-05 1.401e-04
6.1740e+00 2.235e-03 1.936e-04 1.155e-05 1.006e-07 5.145e-05 1.406e-04
6.1760e+00 2.197e-03 1.941e-04 1.156e-05 1.013e-07 5.148e-05 1.411e-04
6.1780e+00 2.057e-03 1.946e-04 1.156e-05 1.021e-07 5.151e-05 1.417e-04
6.1800e+00 1.982e-03 1.952e-04 1.157e-05 1.028e-07 5.153e-05 1.422e-04
6.1820e+00 1.993e-03 1.957e-04 1.158e-05 1.036e-07 5.156e-05 1.427e-04
6.1840e+00 2.022e-03 1.962e-04 1.158e-05 1.043e-07 5.158e-05 1.432e-04
6.1860e+00 2.059e-03 1.967e-04 1.159e-05 1.051e-07 5.161e-05 1.437e-04
6.1880e+00 2.426e-03 1.973e-04 1.159e-05 1.059e-07 5.164e-05 1.443e-04
6.1900e+00 3.152e-03 1.978e-04 1.160e-05 1.066e-07 5.166e-05 1.448e-04
6.1920e+00 4.207e-03 1.983e-04 1.160e-05 1.074e-07 5.169e-05 1.453e-04
6.1940e+00 5.435e-03 1.989e-04 1.161e-05 1.082e-07 5.172e-05 1.459e-04
6.1960e+00 6.623e-03 1.994e-04 1.161e-05 1.090e-07 5.174e-05 1.464e-04
6.1980e+00 7.562e-03 1.999e-04 1.162e-05 1.098e-07 5.177e-05 1.469e-04
6.2000e+00 8.250e-03 2.005e-04 1.163e-05 1.106e-07 5.179e-05 1.475e-04
6.2020e+00 8.688e-03 2.010e-04 1.163e-05 1.114e-07 5.182e-05 1.480e-04
6.2040e+00 8.875e-03 2.016e-04 1.164e-05 1.122e-07 5.185e-05 1.485e-04
6.2060e+00 8.812e-03 2.021e-04 1.164e-05 1.130e-07 5.187e-05 1.491e-04
6.2080e+00 8.414e-03 2.027e-04 1.165e-05 1.139e-07 5.190e-05 1.496e-04
6.2100e+00 7.719e-03 2.032e-04 1.165e-05 1.147e-07 5.192e-05 1.502e-04
6.2120e+00 6.889e-03 2.038e-04 1.166e-05 1.155e-07 5.195e-05 1.507e-04
6.2140e+00 6.129e-03 2.043e-04 1.167e-05 1.164e-07 5.198e-05 1.513e-04
6.2160e+00 5.562e-03 2.049e-04 1.167e-05 1.172e-07 5.200e-05 1.518e-04
6.2180e+00 5.315e-03 2.054e-04 1.168e-05 1.181e-07 5.203e-05 1.524e-04
6.2200e+00 5.309e-03 2.060e-04 1.168e-05 1.189e-07 5.206e-05 1.529e-04
6.2220e+00 5.094e-03 2.065e-04 1.169e-05 1.198e-07 5.208e-05 1.535e-04
6.2240e+00 4.293e-03 2.071e-04 1.169e-05 1.207e-07 5.211e-05 1.540e-04
6.2260e+00 2.976e-03 2.077e-04 1.170e-05 1.215e-07 5.214e-05 1.546e-04
6.2280e+00 2.213e-03 2.082e-04 1.170e-05 1.224e-07 5.216e-05 1.551e-04
6.2300e+00 1.983e-03 2.088e-04 1.171e-05 1.233e-07 5.219e-05 1.557e-04
6.2320e+00 2.217e-03 2.094e-04 1.172e-05 1.242e-07 5.221e-05 1.563e-04
6.2340e+00 2.834e-03 2.099e-04 1.172e-05 1.251e-07 5.224e-05 1.568e-04
6.2360e+00 3.807e-03 2.105e-04 1.173e-05 1.260e-07 5.227e-05 1.574e-04
6.2380e+00 4.654e-03 2.111e-04 1.173e-05 1.269e-07 5.229e-05 1.580e-04
6.2400e+00 5.476e-03 2.116e-04 1.174e-05 1.279e-07 5.232e-05 1.585e-04
6.2420e+00 6.348e-03 2.122e-04 1.174e-05 1.288e-07 5.235e-05 1.591e-04
6.2440e+00 7.194e-03 2.128e-04 1.175e-05 1.297e-07 5.237e-05 1.597e-04
6.2460e+00 7.808e-03 2.134e-04 1.176e-05 1.307e-07 5.240e-05 1.603e-04
6.2480e+00 8.019e-03 2.140e-04 1.176e-05 1.316e-07 5.243e-05 1.608e-04
6.2500e+00 7.906e-03 2.145e-04 1.177e-05 1.325e-07 5.245e-05 1.614e-04
6.2520e+00 7.624e-03 2.151e-04 1.177e-05 1.335e-07 5.248e-05 1.620e-04
6.2540e+00 7.283e-03 2.157e-04 1.178e-05 1.345e-07 5.251e-05 1.626e-04
6.2560e+00 6.866e-03 2.163e-04 1.178e-05 1.354e-07 5.253e-05 1.632e-04
6.2580e+00 6.484e-03 2.169e-04 1.179e-05 1.364e-07 5.256e-05 1.638e-04
6.2600e+00 6.165e-03 2.175e-04 1.180e-05 1.374e-07 5.259e-05 1.644e-04
6.2620e+00 6.026e-03 2.181e-04 1.180e-05 1.384e-07 5.261e-05 1.649e-04
6.2640e+00 6.149e-03 2.187e-04 1.181e-05 1.394e-07 5.264e-05 1.655e-04
6.2660e+00 6.498e-03 2.193e-04 1.181e-05 1.404e-07 5.267e-05 1.661e-04
6.2680e+00 6.413e-03 2.199e-04 1.182e-05 1.414e-07 5.269e-05 1.667e-04
6.2700e+00 5.858e-03 2.205e-04 1.182e-05 1.424e-07 5.272e-05 1.673e-04
6.2720e+00 5.125e-03 2.211e-04 1.183e-05 1.434e-07 5.275e-05 1.679e-04
6.2740e+00 4.654e-03 2.217e-04 1.184e-05 1.445e-07 5.278e-05 1.685e-04
6.2760e+00 4.699e-03 2.223e-04 1.184e-05 1.455e-07 5.280e-05 1.691e-04
6.2780e+00 5.182e-03 2.229e-04 1.185e-05 1.466e-07 5.283e-05 1.697e-04
6.2800e+00 5.906e-03 2.235e-04 1.185e-05 1.476e-07 5.286e-05 1.703e-04
6.2820e+00 6.548e-03 2.241e-04 1.186e-05 1.487e-07 5.288e-05 1.710e-04
6.2840e+00 6.846e-03 2.247e-04 1.186e-05 1.497e-07 5.291e-05 1.716e-04
6.2860e+00 6.724e-03 2.253e-04 1.187e-05 1.508e-07 5.294e-05 1.722e-04
6.2880e+00 6.606e-03 2.259e-04 1.188e-05 1.519e-07 5.296e-05 1.728e-04
6.2900e+00 6.582e-03 2.266e-04 1.188e-05 1.530e-07 5.299e-05 1.734e-04
6.2920e+00 6.454e-03 2.272e-04 1.189e-05 1.541e-07 5.302e-05 1.740e-04
6.2940e+00 5.957e-03 2.278e-04 1.189e-05 1.552e-07 5.305e-05 1.746e-04
6.2960e+00 5.052e-03 2.284e-04 1.190e-05 1.563e-07 5.307e-05 1.753e-04
6.2980e+00 4.365e-03 2.291e-04 1.191e-05 1.574e-07 5.310e-05 1.759e-04
6.3000e+00 3.941e-03 2.297e-04 1.191e-05 1.585e-07 5.313e-05 1.765e-04
6.3020e+00 3.663e-03 2.303e-04 1.192e-05 1.596e-07 5.315e-05 1.772e-04
6.3040e+00 3.401e-03 2.309e-04 1.192e-05 1.608e-07 5.318e-05 1.778e-04
6.3060e+00 3.171e-03 2.316e-04 1.193e-05 1.619e-07 5.321e-05 1.784e-04
6.3080e+00 2.735e-03 2.322e-04 1.193e-05 1.631e-07 5.324e-05 1.790e-04
6.3100e+00 2.224e-03 2.328e-04 1.194e-05 1.642e-07 5.326e-05 1.797e-04
6.3120e+00 1.891e-03 2.335e-04 1.195e-05 1.654e-07 5.329e-05 1.803e-04
6.3140e+00 1.815e-03 2.341e-04 1.195e-05 1.666e-07 5.332e-05 1.810e-04
6.3160e+00 1.781e-03 2.348e-04 1.196e-05 1.678e-07 5.334e-05 1.816e-04
6.3180e+00 1.536e-03 2.354e-04 1.196e-05 1.690e-07 5.337e-05 1.822e-04
6.3200e+00 1.203e-03 2.361e-04 1.197e-05 1.702e-07 5.340e-05 1.829e-04
6.3220e+00 9.648e-04 2.367e-04 1.197e-05 1.714e-07 5.343e-05 1.835e-04
6.3240e+00 1.023e-03 2.374e-04 1.198e-05 1.726e-07 5.345e-05 1.842e-04
6.3260e+00 1.537e-03 2.380e-04 1.199e-05 1.738e-07 5.348e-05 1.848e-04
6.3280e+00 2.542e-03 2.387e-04 1.199e-05 1.751e-07 5.351e-05 1.855e-04
6.3300e+00 3.739e-03 2.393e-04 1.200e-05 1.763e-07 5.354e-05 1.862e-04
6.3320e+00 4.809e-03 2.400e-04 1.200e-05 1.775e-07 5.356e-05 1.868e-04
6.3340e+00 5.604e-03 2.406e-04 1.201e-05 1.788e-07 5.359e-05 1.875e-04
6.3360e+00 6.161e-03 2.413e-04 1.202e-05 1.801e-07 5.362e-05 1.881e-04
6.3380e+00 6.682e-03 2.420e-04 1.202e-05 1.813e-07 5.365e-05 1.888e-04
6.3400e+00 7.121e-03 2.426e-04 1.203e-05 1.826e-07 5.367e-05 1.895e-04
6.3420e+00 7.370e-03 2.433e-04 1.203e-05 1.839e-07 5.370e-05 1.901e-04
6.3440e+00 7.405e-03 2.440e-04 1.204e-05 1.852e-07 5.373e-05 1.908e-04
6.3460e+00 7.348e-03 2.446e-04 1.205e-05 1.865e-07 5.376e-05 1.915e-04
6.3480e+00 7.317e-03 2.453e-04 1.205e-05 1.878e-07 5.379e-05 1.921e-04
6.3500e+00 7.219e-03 2.460e-04 1.206e-05 1.892e-07 5.381e-05 1.928e-04
6.3520e+00 6.942e-03 2.467e-04 1.206e-05 1.905e-07 5.384e-05 1.935e-04
6.3540e+00 6.431e-03 2.473e-04 1.207e-05 1.918e-07 5.387e-05 1.942e-04
6.3560e+00 5.716e-03 2.480e-04 1.207e-05 1.932e-07 5.390e-05 1.949e-04
6.3580e+00 5.288e-03 2.487e-04 1.208e-05 1.946e-07 5.392e-05 1.955e-04
6.3600e+00 5.266e-03 2.494e-04 1.209e-05 1.959e-07 5.395e-05 1.962e-04
6.3620e+00 5.357e-03 2.501e-04 1.209e-05 1.973e-07 5.398e-05 1.969e-04
6.3640e+00 5.158e-03 2.508e-04 1.210e-05 1.987e-07 5.401e-05 1.976e-04
6.3660e+00 4.575e-03 2.515e-04 1.210e-05 2.001e-07 5.404e-05 1.983e-04
6.3680e+00 4.388e-03 2.522e-04 1.211e-05 2.015e-07 5.406e-05 1.990e-04
6.3700e+00 4.586e-03 2.529e-04 1.212e-05 2.029e-07 5.409e-05 1.997e-04
6.3720e+00 5.043e-03 2.536e-04 1.212e-05 2.043e-07 5.412e-05 2.004e-04
6.3740e+00 5.704e-03 2.543e-04 1.213e-05 2.058e-07 5.415e-05 2.011e-04
6.3760e+00 6.709e-03 2.550e-04 1.213e-05 2.072e-07 5.418e-05 2.018e-04
6.3780e+00 7.608e-03 2.557e-04 1.214e-05 2.087e-07 5.420e-05 2.025e-04
6.3800e+00 8.199e-03 2.564e-04 1.215e-05 2.101e-07 5.423e-05 2.032e-04
6.3820e+00 8.457e-03 2.571e-04 1.215e-05 2.116e-07 5.426e-05 2.039e-04
6.3840e+00 8.521e-03 2.578e-04 1.216e-05 2.131e-07 5.429e-05 2.046e-04
6.3860e+00 8.503e-03 2.585e-04 1.216e-05 2.146e-07 5.432e-05 2.054e-04
6.3880e+00 8.684e-03 2.592e-04 1.217e-05 2.161e-07 5.434e-05 2.061e-04
6.3900e+00 8.886e-03 2.599e-04 1.218e-05 2.176e-07 5.437e-05 2.068e-04
6.3920e+00 8.999e-03 2.606e-04 1.218e-05 2.191e-07 5.440e-05 2.075e-04
6.3940e+00 9.050e-03 2.614e-04 1.219e-05 2.206e-07 5.443e-05 2.082e-04
6.3960e+00 9.130e-03 2.621e-04 1.219e-05 2.222e-07 5.446e-05 2.090e-04
6.3980e+00 8.961e-03 2.628e-04 1.220e-05 2.237e-07 5.448e-05 2.097e-04
6.4000e+00 8.514e-03 2.635e-04 1.221e-05 2.253e-07 5.451e-05 2.104e-04
6.4020e+00 7.883e-03 2.643e-04 1.221e-05 2.268e-07 5.454e-05 2.111e-04
6.4040e+00 7.207e-03 2.650e-04 1.222e-05 2.284e-07 5.457e-05 2.119e-04
6.4060e+00 6.540e-03 2.657e-04 1.222e-05 2.300e-07 5.460e-05 2.126e-04
6.4080e+00 5.644e-03 2.665e-04 1.223e-05 2.316e-07 5.463e-05 2.134e-04
6.4100e+00 4.613e-03 2.672e-04 1.224e-05 2.332e-07 5.465e-05 2.141e-04
6.4120e+00 3.684e-03 2.679e-04 1.224e-05 2.349e-07 5.468e-05 2.148e-04
6.4140e+00 3.068e-03 2.687e-04 1.225e-05 2.365e-07 5.471e-05 2.156e-04
6.4160e+00 2.815e-03 2.694e-04 1.225e-05 2.381e-07 5.474e-05 2.163e-04
6.4180e+00 2.762e-03 2.702e-04 1.226e-05 2.398e-07 5.477e-05 2.171e-04
6.4200e+00 2.750e-03 2.709e-04 1.227e-05 2.414e-07 5.480e-05 2.178e-04
6.4220e+00 2.683e-03 2.717e-04 1.227e-05 2.431e-07 5.482e-05 2.186e-04
6.4240e+00 2.590e-03 2.724e-04 1.228e-05 2.448e-07 5.485e-05 2.193e-04
6.4260e+00 2.563e-03 2.732e-04 1.228e-05 2.465e-07 5.488e-05 2.201e-04
6.4280e+00 2.440e-03 2.739e-04 1.229e-05 2.482e-07 5.491e-05 2.209e-04
6.4300e+00 2.225e-03 2.747e-04 1.230e-05 2.499e-07 5.494e-05 2.216e-04
6.4320e+00 2.186e-03 2.755e-04 1.230e-05 2.517e-07 5.497e-05 2.224e-04
6.4340e+00 2.617e-03 2.762e-04 1.231e-05 2.534e-07 5.500e-05 2.232e-04
6.4360e+00 3.567e-03 2.770e-04 1.232e-05 2.552e-07 5.502e-05 2.239e-04
6.4380e+00 4.290e-03 2.778e-04 1.232e-05 2.569e-07 5.505e-05 2.247e-04
6.4400e+00 4.705e-03 2.785e-04 1.233e-05 2.587e-07 5.508e-05 2.255e-04
6.4420e+00 5.035e-03 2.793e-04 1.233e-05 2.605e-07 5.511e-05 2.262e-04
6.4440e+00 5.502e-03 2.801e-04 1.234e-05 2.623e-07 5.514e-05 2.270e-04
6.4460e+00 6.014e-03 2.809e-04 1.235e-05 2.641e-07 5.517e-05 2.278e-04
6.4480e+00 6.148e-03 2.816e-04 1.235e-05 2.659e-07 5.520e-05 2.286e-04
6.4500e+00 5.981e-03 2.824e-04 1.236e-05 2.677e-07 5.523e-05 2.294e-04
6.4520e+00 5.669e-03 2.832e-04 1.236e-05 2.696e-07 5.525e-05 2.302e-04
6.4540e+00 5.321e-03 2.840e-04 1.237e-05 2.714e-07 5.528e-05 2.310e-04
6.4560e+00 4.921e-03 2.848e-04 1.238e-05 2.733e-07 5.531e-05 2.317e-04
6.4580e+00 4.706e-03 2.856e-04 1.238e-05 2.752e-07 5.534e-05 2.325e-04
6.4600e+00 4.751e-03 2.864e-04 1.239e-05 2.771e-07 5.537e-05 2.333e-04
6.4620e+00 5.008e-03 2.872e-04 1.239e-05 2.790e-07 5.540e-05 2.341e-04
6.4640e+00 5.393e-03 2.880e-04 1.240e-05 2.809e-07 5.543e-05 2.349e-04
6.4660e+00 5.905e-03 2.888e-04 1.241e-05 2.828e-07 5.546e-05 2.357e-04
6.4680e+00 6.206e-03 2.896e-04 1.241e-05 2.848e-07 5.549e-05 2.365e-04
6.4700e+00 6.244e-03 2.904e-04 1.242e-05 2.867e-07 5.551e-05 2.374e-04
6.4720e+00 6.231e-03 2.912e-04 1.243e-05 2.887e-07 5.554e-05 2.382e-04
6.4740e+00 6.402e-03 2.920e-04 1.243e-05 2.907e-07 5.557e-05 2.390e-04
6.4760e+00 6.739e-03 2.928e-04 1.244e-05 2.927e-07 5.560e-05 2.398e-04
6.4780e+00 7.321e-03 2.936e-04 1.244e-05 2.947e-07 5.563e-05 2.406e-04
6.4800e+00 8.107e-03 2.944e-04 1.245e-05 2.967e-07 5.566e-05 2.414e-04
6.4820e+00 8.642e-03 2.952e-04 1.246e-05 2.987e-07 5.569e-05 2.423e-04
6.4840e+00 8.570e-03 2.961e-04 1.246e-05 3.008e-07 5.572e-05 2.431e-04
6.4860e+00 8.048e-03 2.969e-04 1.247e-05 3.028e-07 5.575e-05 2.439e-04
6.4880e+00 8.143e-03 2.977e-04 1.248e-05 3.049e-07 5.578e-05 2.448e-04
6.4900e+00 8.751e-03 2.985e-04 1.248e-05 3.070e-07 5.581e-05 2.456e-04
6.4920e+00 9.548e-03 2.994e-04 1.249e-05 3.091e-07 5.584e-05 2.464e-04
6.4940e+00 1.018e-02 3.002e-04 1.249e-05 3.112e-07 5.586e-05 2.473e-04
6.4960e+00 1.047e-02 3.010e-04 1.250e-05 3.133e-07 5.589e-05 2.481e-04
6.4980e+00 1.059e-02 3.019e-04 1.251e-05 3.154e-07 5.592e-05 2.489e-04
6.5000e+00 1.063e-02 3.027e-04 1.251e-05 3.176e-07 5.595e-05 2.498e-04
6.5020e+00 1.044e-02 3.035e-04 1.252e-05 3.197e-07 5.598e-05 2.506e-04
6.5040e+00 9.883e-03 3.044e-04 1.253e-05 3.219e-07 5.601e-05 2.515e-04
6.5060e+00 9.078e-03 3.052e-04 1.253e-05 3.241e-07 5.604e-05 2.523e-04
6.5080e+00 8.657e-03 3.061e-04 1.254e-05 3.263e-07 5.607e-05 2.532e-04
6.5100e+00 8.495e-03 3.069e-04 1.254e-05 3.285e-07 5.610e-05 2.541e-04
6.5120e+00 8.308e-03 3.078e-04 1.255e-05 3.307e-07 5.613e-05 2.549e-04
6.5140e+00 7.899e-03 3.086e-04 1.256e-05 3.330e-07 5.616e-05 2.558e-04
6.5160e+00 7.322e-03 3.095e-04 1.256e-05 3.353e-07 5.619e-05 2.566e-04
6.5180e+00 6.839e-03 3.104e-04 1.257e-05 3.375e-07 5.622e-05 2.575e-04
6.5200e+00 6.504e-03 3.112e-04 1.258e-05 3.398e-07 5.625e-05 2.584e-04
6.5220e+00 6.290e-03 3.121e-04 1.258e-05 3.421e-07 5.628e-05 2.593e-04
6.5240e+00 6.107e-03 3.130e-04 1.259e-05 3.444e-07 5.631e-05 2.601e-04
6.5260e+00 5.890e-03 3.138e-04 1.259e-05 3.468e-07 5.634e-05 2.610e-04
6.5280e+00 5.103e-03 3.147e-04 1.260e-05 3.491e-07 5.637e-05 2.619e-04
6.5300e+00 3.788e-03 3.156e-04 1.261e-05 3.515e-07 5.640e-05 2.628e-04
6.5320e+00 2.628e-03 3.165e-04 1.261e-05 3.539e-07 5.643e-05 2.637e-04
6.5340e+00 2.350e-03 3.174e-04 1.262e-05 3.562e-07 5.646e-05 2.646e-04
6.5360e+00 3.091e-03 3.182e-04 1.263e-05 3.587e-07 5.649e-05 2.654e-04
6.5380e+00 3.824e-03 3.191e-04 1.263e-05 3.611e-07 5.652e-05 2.663e-04
6.5400e+00 4.446e-03 3.200e-04 1.264e-05 3.635e-07 5.655e-05 2.672e-04
6.5420e+00 4.952e-03 3.209e-04 1.264e-05 3.660e-07 5.658e-05 2.681e-04
6.5440e+00 5.327e-03 3.218e-04 1.265e-05 3.684e-07 5.660e-05 2.690e-04
6.5460e+00 5.448e-03 3.227e-04 1.266e-05 3.709e-07 5.663e-05 2.699e-04
6.5480e+00 5.275e-03 3.236e-04 1.266e-05 3.734e-07 5.666e-05 2.709e-04
6.5500e+00 4.846e-03 3.245e-04 1.267e-05 3.759e-07 5.669e-05 2.718e-04
6.5520e+00 4.428e-03 3.254e-04 1.268e-05 3.785e-07 5.672e-05 2.727e-04
6.5540e+00 4.336e-03 3.263e-04 1.268e-05 3.810e-07 5.675e-05 2.736e-04
6.5560e+00 4.702e-03 3.272e-04 1.269e-05 3.836e-07 5.678e-05 2.745e-04
6.5580e+00 4.737e-03 3.281e-04 1.270e-05 3.861e-07 5.681e-05 2.754e-04
6.5600e+00 4.400e-03 3.290e-04 1.270e-05 3.887e-07 5.684e-05 2.763e-04
6.5620e+00 4.054e-03 3.300e-04 1.271e-05 3.914e-07 5.687e-05 2.773e-04
6.5640e+00 4.063e-03 3.309e-04 1.271e-05 3.940e-07 5.691e-05 2.782e-04
6.5660e+00 4.374e-03 3.318e-04 1.272e-05 3.966e-07 5.694e-05 2.791e-04
6.5680e+00 4.733e-03 3.327e-04 1.273e-05 3.993e-07 5.697e-05 2.801e-04
6.5700e+00 5.101e-03 3.336e-04 1.273e-05 4.020e-07 5.700e-05 2.810e-04
6.5720e+00 5.210e-03 3.346e-04 1.274e-05 4.047e-07 5.703e-05 2.819e-04
6.5740e+00 4.848e-03 3.355e-04 1.275e-05 4.074e-07 5.706e-05 2.829e-04
6.5760e+00 4.089e-03 3.364e-04 1.275e-05 4.101e-07 5.709e-05 2.838e-04
6.5780e+00 3.753e-03 3.374e-04 1.276e-05 4.128e-07 5.712e-05 2.848e-04
6.5800e+00 3.953e-03 3.383e-04 1.277e-05 4.156e-07 5.715e-05 2.857e-04
6.5820e+00 4.575e-03 3.393e-04 1.277e-05 4.184e-07 5.718e-05 2.867e-04
6.5840e+00 5.367e-03 3.402e-04 1.278e-05 4.212e-07 5.721e-05 2.876e-04
6.5860e+00 6.161e-03 3.412e-04 1.279e-05 4.240e-07 5.724e-05 2.886e-04
6.5880e+00 6.788e-03 3.421e-04 1.279e-05 4.268e-07 5.727e-05 2.896e-04
6.5900e+00 7.286e-03 3.431e-04 1.280e-05 4.297e-07 5.730e-05 2.905e-04
6.5920e+00 7.712e-03 3.440e-04 1.280e-05 4.325e-07 5.733e-05 2.915e-04
6.5940e+00 8.058e-03 3.450e-04 1.281e-05 4.354e-07 5.736e-05 2.925e-04
6.5960e+00 8.232e-03 3.459e-04 1.282e-05 4.383e-07 5.739e-05 2.934e-04
6.5980e+00 8.310e-03 3.469e-04 1.282e-05 4.412e-07 5.742e-05 2.944e-04
6.6000e+00 8.330e-03 3.479e-04 1.283e-05 4.442e-07 5.745e-05 2.954e-04
6.6020e+00 8.268e-03 3.488e-04 1.284e-05 4.471e-07 5.748e-05 2.964e-04
6.6040e+00 8.081e-03 3.498e-04 1.284e-05 4.501e-07 5.751e-05 2.973e-04
6.6060e+00 7.770e-03 3.508e-04 1.285e-05 4.531e-07 5.754e-05 2.983e-04
6.6080e+00 7.674e-03 3.518e-04 1.286e-05 4.561e-07 5.757e-05 2.993e-04
6.6100e+00 7.845e-03 3.527e-04 1.286e-05 4.591e-07 5.760e-05 3.003e-04
6.6120e+00 8.048e-03 3.537e-04 1.287e-05 4.622e-07 5.764e-05 3.013e-04
6.6140e+00 7.988e-03 3.547e-04 1.288e-05 4.652e-07 5.767e-05 3.023e-04
6.6160e+00 7.596e-03 3.557e-04 1.288e-05 4.683e-07 5.770e-05 3.033e-04
6.6180e+00 6.837e-03 3.567e-04 1.289e-05 4.714e-07 5.773e-05 3.043e-04
6.6200e+00 5.715e-03 3.577e-04 1.290e-05 4.746e-07 5.776e-05 3.053e-04
6.6220e+00 4.520e-03 3.587e-04 1.290e-05 4.777e-07 5.779e-05 3.063e-04
6.6240e+00 3.609e-03 3.597e-04 1.291e-05 4.809e-07 5.782e-05 3.073e-04
6.6260e+00 3.114e-03 3.607e-04 1.292e-05 4.841e-07 5.785e-05 3.083e-04
6.6280e+00 2.797e-03 3.617e-04 1.292e-05 4.873e-07 5.788e-05 3.094e-04
6.6300e+00 2.676e-03 3.627e-04 1.293e-05 4.905e-07 5.791e-05 3.104e-04
6.6320e+00 2.596e-03 3.637e-04 1.294e-05 4.937e-07 5.794e-05 3.114e-04
6.6340e+00 2.380e-03 3.647e-04 1.294e-05 4.970e-07 5.797e-05 3.124e-04
6.6360e+00 1.986e-03 3.657e-04 1.295e-05 5.003e-07 5.801e-05 3.135e-04
6.6380e+00 1.917e-03 3.668e-04 1.295e-05 5.036e-07 5.804e-05 3.145e-04
6.6400e+00 2.170e-03 3.678e-04 1.296e-05 5.069e-07 5.807e-05 3.155e-04
6.6420e+00 2.580e-03 3.688e-04 1.297e-05 5.102e-07 5.810e-05 3.166e-04
6.6440e+00 2.964e-03 3.698e-04 1.297e-05 5.136e-07 5.813e-05 3.176e-04
6.6460e+00 3.284e-03 3.709e-04 1.298e-05 5.170e-07 5.816e-05 3.187e-04
6.6480e+00 3.623e-03 3.719e-04 1.299e-05 5.204e-07 5.819e-05 3.197e-04
6.6500e+00 3.983e-03 3.729e-04 1.299e-05 5.238e-07 5.822e-05 3.207e-04
6.6520e+00 4.277e-03 3.740e-04 1.300e-05 5.273e-07 5.825e-05 3.218e-04
6.6540e+00 4.461e-03 3.750e-04 1.301e-05 5.307e-07 5.829e-05 3.229e-04
6.6560e+00 4.607e-03 3.761e-04 1.301e-05 5.342e-07 5.832e-05 3.239e-04
6.6580e+00 4.996e-03 3.771e-04 1.302e-05 5.377e-07 5.835e-05 3.250e-04
6.6600e+00 5.489e-03 3.782e-04 1.303e-05 5.412e-07 5.838e-05 3.260e-04
6.6620e+00 5.800e-03 3.792e-04 1.303e-05 5.448e-07 5.841e-05 3.271e-04
6.6640e+00 5.767e-03 3.803e-04 1.304e-05 5.484e-07 5.844e-05 3.282e-04
6.6660e+00 5.492e-03 3.813e-04 1.305e-05 5.520e-07 5.847e-05 3.293e-04
6.6680e+00 5.790e-03 3.824e-04 1.305e-05 5.556e-07 5.850e-05 3.303e-04
6.6700e+00 6.519e-03 3.835e-04 1.306e-05 5.592e-07 5.854e-05 3.314e-04
6.6720e+00 7.190e-03 3.845e-04 1.307e-05 5.629e-07 5.857e-05 3.325e-04
6.6740e+00 7.447e-03 3.856e-04 1.307e-05 5.666e-07 5.860e-05 3.336e-04
6.6760e+00 7.408e-03 3.867e-04 1.308e-05 5.703e-07 5.863e-05 3.347e-04
6.6780e+00 7.523e-03 3.878e-04 1.309e-05 5.740e-07 5.866e-05 3.358e-04
6.6800e+00 7.737e-03 3.888e-04 1.309e-05 5.778e-07 5.869e-05 3.369e-04
6.6820e+00 7.976e-03 3.899e-04 1.310e-05 5.815e-07 5.873e-05 3.380e-04
6.6840e+00 8.230e-03 3.910e-04 1.311e-05 5.853e-07 5.876e-05 3.391e-04
6.6860e+00 8.577e-03 3.921e-04 1.311e-05 5.892e-07 5.879e-05 3.402e-04
6.6880e+00 9.006e-03 3.932e-04 1.312e-05 5.930e-07 5.882e-05 3.413e-04
6.6900e+00 9.426e-03 3.943e-04 1.313e-05 5.969e-07 5.885e-05 3.424e-04
6.6920e+00 9.850e-03 3.954e-04 1.313e-05 6.008e-07 5.888e-05 3.435e-04
6.6940e+00 1.030e-02 3.965e-04 1.314e-05 6.047e-07 5.892e-05 3.446e-04
6.6960e+00 1.068e-02 3.976e-04 1.315e-05 6.086e-07 5.895e-05 3.457e-04
6.6980e+00 1.042e-02 3.987e-04 1.315e-05 6.126e-07 5.898e-05 3.468e-04
6.7000e+00 9.673e-03 3.998e-04 1.316e-05 6.166e-07 5.901e-05 3.480e-04
6.7020e+00 9.018e-03 4.009e-04 1.317e-05 6.206e-07 5.904e-05 3.491e-04
6.7040e+00 8.924e-03 4.020e-04 1.317e-05 6.246e-07 5.907e-05 3.502e-04
6.7060e+00 9.349e-03 4.032e-04 1.318e-05 6.287e-07 5.911e-05 3.514e-04
6.7080e+00 9.335e-03 4.043e-04 1.319e-05 6.328e-07 5.914e-05 3.525e-04
