Energy,keV spectrum_int fitted_spectrum  get_elastic_partAu get_inelastic_partAu get_elastic_partPd get_inelastic_partPd  
3.0500e+00 3.247e-03 3.101e-05 6.115e-06 4.903e-16 2.651e-05 9.873e-09
3.0520e+00 3.097e-03 3.102e-05 6.117e-06 5.008e-16 2.652e-05 9.978e-09
3.0540e+00 3.204e-03 3.103e-05 6.119e-06 5.115e-16 2.653e-05 1.008e-08
3.0560e+00 3.579e-03 3.104e-05 6.122e-06 5.224e-16 2.654e-05 1.019e-08
3.0580e+00 3.687e-03 3.105e-05 6.124e-06 5.335e-16 2.655e-05 1.030e-08
3.0600e+00 3.493e-03 3.106e-05 6.126e-06 5.448e-16 2.656e-05 1.041e-08
3.0620e+00 3.120e-03 3.107e-05 6.128e-06 5.564e-16 2.656e-05 1.052e-08
3.0640e+00 2.710e-03 3.109e-05 6.130e-06 5.682e-16 2.657e-05 1.063e-08
3.0660e+00 2.254e-03 3.110e-05 6.132e-06 5.802e-16 2.658e-05 1.074e-08
3.0680e+00 2.082e-03 3.111e-05 6.134e-06 5.925e-16 2.659e-05 1.085e-08
3.0700e+00 2.239e-03 3.112e-05 6.137e-06 6.050e-16 2.660e-05 1.097e-08
3.0720e+00 2.502e-03 3.113e-05 6.139e-06 6.178e-16 2.661e-05 1.108e-08
3.0740e+00 2.630e-03 3.114e-05 6.141e-06 6.308e-16 2.662e-05 1.120e-08
3.0760e+00 2.630e-03 3.115e-05 6.143e-06 6.441e-16 2.663e-05 1.131e-08
3.0780e+00 2.672e-03 3.116e-05 6.145e-06 6.577e-16 2.664e-05 1.143e-08
3.0800e+00 2.672e-03 3.118e-05 6.147e-06 6.715e-16 2.665e-05 1.155e-08
3.0820e+00 2.630e-03 3.119e-05 6.150e-06 6.856e-16 2.666e-05 1.167e-08
3.0840e+00 2.612e-03 3.120e-05 6.152e-06 7.000e-16 2.667e-05 1.180e-08
3.0860e+00 2.665e-03 3.121e-05 6.154e-06 7.147e-16 2.668e-05 1.192e-08
3.0880e+00 2.627e-03 3.122e-05 6.156e-06 7.297e-16 2.669e-05 1.204e-08
3.0900e+00 2.546e-03 3.123e-05 6.158e-06 7.450e-16 2.670e-05 1.217e-08
3.0920e+00 2.485e-03 3.124e-05 6.160e-06 7.605e-16 2.671e-05 1.229e-08
3.0940e+00 2.446e-03 3.126e-05 6.162e-06 7.764e-16 2.672e-05 1.242e-08
3.0960e+00 2.346e-03 3.127e-05 6.165e-06 7.926e-16 2.673e-05 1.255e-08
3.0980e+00 2.268e-03 3.128e-05 6.167e-06 8.092e-16 2.674e-05 1.268e-08
3.1000e+00 2.258e-03 3.129e-05 6.169e-06 8.260e-16 2.675e-05 1.281e-08
3.1020e+00 2.238e-03 3.130e-05 6.171e-06 8.432e-16 2.676e-05 1.295e-08
3.1040e+00 2.088e-03 3.131e-05 6.173e-06 8.608e-16 2.677e-05 1.308e-08
3.1060e+00 1.769e-03 3.132e-05 6.175e-06 8.786e-16 2.678e-05 1.321e-08
3.1080e+00 1.492e-03 3.134e-05 6.178e-06 8.969e-16 2.679e-05 1.335e-08
3.1100e+00 1.304e-03 3.135e-05 6.180e-06 9.155e-16 2.680e-05 1.349e-08
3.1120e+00 1.190e-03 3.136e-05 6.182e-06 9.344e-16 2.681e-05 1.363e-08
3.1140e+00 1.115e-03 3.137e-05 6.184e-06 9.538e-16 2.682e-05 1.377e-08
3.1160e+00 1.089e-03 3.138e-05 6.186e-06 9.735e-16 2.683e-05 1.391e-08
3.1180e+00 9.909e-04 3.139e-05 6.188e-06 9.936e-16 2.684e-05 1.405e-08
3.1200e+00 7.855e-04 3.140e-05 6.191e-06 1.014e-15 2.685e-05 1.420e-08
3.1220e+00 5.167e-04 3.142e-05 6.193e-06 1.035e-15 2.686e-05 1.434e-08
3.1240e+00 2.899e-04 3.143e-05 6.195e-06 1.056e-15 2.687e-05 1.449e-08
3.1260e+00 1.890e-04 3.144e-05 6.197e-06 1.078e-15 2.688e-05 1.464e-08
3.1280e+00 2.142e-04 3.145e-05 6.199e-06 1.100e-15 2.688e-05 1.479e-08
3.1300e+00 2.815e-04 3.146e-05 6.201e-06 1.123e-15 2.689e-05 1.494e-08
3.1320e+00 3.277e-04 3.147e-05 6.204e-06 1.146e-15 2.690e-05 1.509e-08
3.1340e+00 3.319e-04 3.148e-05 6.206e-06 1.169e-15 2.691e-05 1.524e-08
3.1360e+00 2.941e-04 3.150e-05 6.208e-06 1.193e-15 2.692e-05 1.540e-08
3.1380e+00 2.562e-04 3.151e-05 6.210e-06 1.218e-15 2.693e-05 1.555e-08
3.1400e+00 3.025e-04 3.152e-05 6.212e-06 1.242e-15 2.694e-05 1.571e-08
3.1420e+00 4.322e-04 3.153e-05 6.215e-06 1.268e-15 2.695e-05 1.587e-08
3.1440e+00 5.802e-04 3.154e-05 6.217e-06 1.294e-15 2.696e-05 1.603e-08
3.1460e+00 6.995e-04 3.155e-05 6.219e-06 1.320e-15 2.697e-05 1.620e-08
3.1480e+00 9.517e-04 3.157e-05 6.221e-06 1.347e-15 2.698e-05 1.636e-08
3.1500e+00 1.290e-03 3.158e-05 6.223e-06 1.374e-15 2.699e-05 1.652e-08
3.1520e+00 1.628e-03 3.159e-05 6.226e-06 1.402e-15 2.700e-05 1.669e-08
3.1540e+00 1.901e-03 3.160e-05 6.228e-06 1.431e-15 2.701e-05 1.686e-08
3.1560e+00 2.111e-03 3.161e-05 6.230e-06 1.460e-15 2.702e-05 1.703e-08
3.1580e+00 2.088e-03 3.162e-05 6.232e-06 1.489e-15 2.703e-05 1.720e-08
3.1600e+00 1.907e-03 3.164e-05 6.234e-06 1.519e-15 2.704e-05 1.737e-08
3.1620e+00 1.768e-03 3.165e-05 6.236e-06 1.550e-15 2.705e-05 1.755e-08
3.1640e+00 1.804e-03 3.166e-05 6.239e-06 1.581e-15 2.706e-05 1.773e-08
3.1660e+00 1.961e-03 3.167e-05 6.241e-06 1.613e-15 2.707e-05 1.790e-08
3.1680e+00 2.019e-03 3.168e-05 6.243e-06 1.646e-15 2.708e-05 1.808e-08
3.1700e+00 2.008e-03 3.169e-05 6.245e-06 1.679e-15 2.709e-05 1.826e-08
3.1720e+00 2.060e-03 3.171e-05 6.247e-06 1.713e-15 2.710e-05 1.845e-08
3.1740e+00 2.310e-03 3.172e-05 6.250e-06 1.747e-15 2.711e-05 1.863e-08
3.1760e+00 2.786e-03 3.173e-05 6.252e-06 1.782e-15 2.712e-05 1.882e-08
3.1780e+00 3.269e-03 3.174e-05 6.254e-06 1.818e-15 2.713e-05 1.900e-08
3.1800e+00 3.705e-03 3.175e-05 6.256e-06 1.855e-15 2.714e-05 1.919e-08
3.1820e+00 4.057e-03 3.176e-05 6.259e-06 1.892e-15 2.715e-05 1.939e-08
3.1840e+00 4.329e-03 3.178e-05 6.261e-06 1.930e-15 2.716e-05 1.958e-08
3.1860e+00 4.540e-03 3.179e-05 6.263e-06 1.968e-15 2.717e-05 1.977e-08
3.1880e+00 5.174e-03 3.180e-05 6.265e-06 2.007e-15 2.718e-05 1.997e-08
3.1900e+00 6.135e-03 3.181e-05 6.267e-06 2.047e-15 2.719e-05 2.017e-08
3.1920e+00 7.151e-03 3.182e-05 6.270e-06 2.088e-15 2.720e-05 2.037e-08
3.1940e+00 7.996e-03 3.183e-05 6.272e-06 2.130e-15 2.721e-05 2.057e-08
3.1960e+00 8.679e-03 3.185e-05 6.274e-06 2.172e-15 2.722e-05 2.077e-08
3.1980e+00 8.912e-03 3.186e-05 6.276e-06 2.215e-15 2.723e-05 2.098e-08
3.2000e+00 8.733e-03 3.187e-05 6.278e-06 2.259e-15 2.724e-05 2.118e-08
3.2020e+00 8.366e-03 3.188e-05 6.281e-06 2.304e-15 2.725e-05 2.139e-08
3.2040e+00 7.985e-03 3.189e-05 6.283e-06 2.350e-15 2.726e-05 2.160e-08
3.2060e+00 7.537e-03 3.191e-05 6.285e-06 2.396e-15 2.727e-05 2.182e-08
3.2080e+00 6.971e-03 3.192e-05 6.287e-06 2.444e-15 2.728e-05 2.203e-08
3.2100e+00 6.446e-03 3.193e-05 6.290e-06 2.492e-15 2.729e-05 2.225e-08
3.2120e+00 6.101e-03 3.194e-05 6.292e-06 2.541e-15 2.730e-05 2.247e-08
3.2140e+00 5.930e-03 3.195e-05 6.294e-06 2.591e-15 2.731e-05 2.269e-08
3.2160e+00 5.804e-03 3.196e-05 6.296e-06 2.642e-15 2.732e-05 2.291e-08
3.2180e+00 5.681e-03 3.198e-05 6.298e-06 2.694e-15 2.733e-05 2.313e-08
3.2200e+00 5.606e-03 3.199e-05 6.301e-06 2.747e-15 2.734e-05 2.336e-08
3.2220e+00 5.564e-03 3.200e-05 6.303e-06 2.801e-15 2.735e-05 2.359e-08
3.2240e+00 5.521e-03 3.201e-05 6.305e-06 2.856e-15 2.736e-05 2.382e-08
3.2260e+00 5.486e-03 3.202e-05 6.307e-06 2.912e-15 2.737e-05 2.405e-08
3.2280e+00 5.551e-03 3.204e-05 6.310e-06 2.969e-15 2.738e-05 2.429e-08
3.2300e+00 5.688e-03 3.205e-05 6.312e-06 3.028e-15 2.739e-05 2.452e-08
3.2320e+00 5.804e-03 3.206e-05 6.314e-06 3.087e-15 2.740e-05 2.476e-08
3.2340e+00 5.893e-03 3.207e-05 6.316e-06 3.147e-15 2.741e-05 2.500e-08
3.2360e+00 6.093e-03 3.208e-05 6.319e-06 3.209e-15 2.742e-05 2.524e-08
3.2380e+00 6.370e-03 3.210e-05 6.321e-06 3.271e-15 2.743e-05 2.549e-08
3.2400e+00 6.519e-03 3.211e-05 6.323e-06 3.335e-15 2.744e-05 2.574e-08
3.2420e+00 6.438e-03 3.212e-05 6.325e-06 3.400e-15 2.745e-05 2.598e-08
3.2440e+00 6.126e-03 3.213e-05 6.328e-06 3.466e-15 2.746e-05 2.624e-08
3.2460e+00 5.584e-03 3.214e-05 6.330e-06 3.533e-15 2.747e-05 2.649e-08
3.2480e+00 4.896e-03 3.215e-05 6.332e-06 3.602e-15 2.748e-05 2.674e-08
3.2500e+00 4.230e-03 3.217e-05 6.334e-06 3.672e-15 2.749e-05 2.700e-08
3.2520e+00 3.691e-03 3.218e-05 6.337e-06 3.743e-15 2.750e-05 2.726e-08
3.2540e+00 3.257e-03 3.219e-05 6.339e-06 3.815e-15 2.751e-05 2.753e-08
3.2560e+00 2.845e-03 3.220e-05 6.341e-06 3.889e-15 2.752e-05 2.779e-08
3.2580e+00 2.753e-03 3.221e-05 6.343e-06 3.964e-15 2.753e-05 2.806e-08
3.2600e+00 3.031e-03 3.223e-05 6.346e-06 4.041e-15 2.754e-05 2.833e-08
3.2620e+00 3.446e-03 3.224e-05 6.348e-06 4.119e-15 2.755e-05 2.860e-08
3.2640e+00 3.702e-03 3.225e-05 6.350e-06 4.198e-15 2.756e-05 2.887e-08
3.2660e+00 3.729e-03 3.226e-05 6.352e-06 4.279e-15 2.757e-05 2.915e-08
3.2680e+00 3.537e-03 3.228e-05 6.355e-06 4.361e-15 2.758e-05 2.943e-08
3.2700e+00 3.212e-03 3.229e-05 6.357e-06 4.445e-15 2.759e-05 2.971e-08
3.2720e+00 3.001e-03 3.230e-05 6.359e-06 4.530e-15 2.760e-05 2.999e-08
3.2740e+00 3.070e-03 3.231e-05 6.361e-06 4.617e-15 2.761e-05 3.028e-08
3.2760e+00 3.337e-03 3.232e-05 6.364e-06 4.706e-15 2.762e-05 3.057e-08
3.2780e+00 3.430e-03 3.234e-05 6.366e-06 4.796e-15 2.763e-05 3.086e-08
3.2800e+00 3.310e-03 3.235e-05 6.368e-06 4.887e-15 2.764e-05 3.115e-08
3.2820e+00 3.086e-03 3.236e-05 6.370e-06 4.981e-15 2.765e-05 3.145e-08
3.2840e+00 2.950e-03 3.237e-05 6.373e-06 5.076e-15 2.766e-05 3.175e-08
3.2860e+00 3.032e-03 3.238e-05 6.375e-06 5.173e-15 2.767e-05 3.205e-08
3.2880e+00 3.130e-03 3.240e-05 6.377e-06 5.271e-15 2.769e-05 3.235e-08
3.2900e+00 3.121e-03 3.241e-05 6.380e-06 5.372e-15 2.770e-05 3.266e-08
3.2920e+00 2.924e-03 3.242e-05 6.382e-06 5.474e-15 2.771e-05 3.297e-08
3.2940e+00 2.537e-03 3.243e-05 6.384e-06 5.578e-15 2.772e-05 3.328e-08
3.2960e+00 1.996e-03 3.245e-05 6.386e-06 5.684e-15 2.773e-05 3.359e-08
3.2980e+00 1.676e-03 3.246e-05 6.389e-06 5.792e-15 2.774e-05 3.391e-08
3.3000e+00 1.657e-03 3.247e-05 6.391e-06 5.901e-15 2.775e-05 3.423e-08
3.3020e+00 1.839e-03 3.248e-05 6.393e-06 6.013e-15 2.776e-05 3.455e-08
3.3040e+00 2.058e-03 3.249e-05 6.395e-06 6.127e-15 2.777e-05 3.488e-08
3.3060e+00 2.277e-03 3.251e-05 6.398e-06 6.243e-15 2.778e-05 3.520e-08
3.3080e+00 2.537e-03 3.252e-05 6.400e-06 6.360e-15 2.779e-05 3.553e-08
3.3100e+00 2.756e-03 3.253e-05 6.402e-06 6.480e-15 2.780e-05 3.587e-08
3.3120e+00 2.869e-03 3.254e-05 6.405e-06 6.602e-15 2.781e-05 3.620e-08
3.3140e+00 2.857e-03 3.256e-05 6.407e-06 6.727e-15 2.782e-05 3.654e-08
3.3160e+00 2.718e-03 3.257e-05 6.409e-06 6.853e-15 2.783e-05 3.689e-08
3.3180e+00 2.622e-03 3.258e-05 6.411e-06 6.982e-15 2.784e-05 3.723e-08
3.3200e+00 2.699e-03 3.259e-05 6.414e-06 7.113e-15 2.785e-05 3.758e-08
3.3220e+00 2.869e-03 3.260e-05 6.416e-06 7.247e-15 2.786e-05 3.793e-08
3.3240e+00 2.948e-03 3.262e-05 6.418e-06 7.383e-15 2.787e-05 3.828e-08
3.3260e+00 2.849e-03 3.263e-05 6.421e-06 7.521e-15 2.788e-05 3.864e-08
3.3280e+00 2.564e-03 3.264e-05 6.423e-06 7.661e-15 2.789e-05 3.900e-08
3.3300e+00 2.161e-03 3.265e-05 6.425e-06 7.805e-15 2.790e-05 3.936e-08
3.3320e+00 1.980e-03 3.267e-05 6.428e-06 7.950e-15 2.791e-05 3.973e-08
3.3340e+00 2.278e-03 3.268e-05 6.430e-06 8.099e-15 2.792e-05 4.010e-08
3.3360e+00 2.965e-03 3.269e-05 6.432e-06 8.250e-15 2.793e-05 4.047e-08
3.3380e+00 3.457e-03 3.270e-05 6.434e-06 8.403e-15 2.794e-05 4.084e-08
3.3400e+00 3.717e-03 3.272e-05 6.437e-06 8.560e-15 2.795e-05 4.122e-08
3.3420e+00 3.790e-03 3.273e-05 6.439e-06 8.719e-15 2.796e-05 4.160e-08
3.3440e+00 3.780e-03 3.274e-05 6.441e-06 8.881e-15 2.797e-05 4.199e-08
3.3460e+00 3.771e-03 3.275e-05 6.444e-06 9.046e-15 2.798e-05 4.237e-08
3.3480e+00 3.806e-03 3.277e-05 6.446e-06 9.213e-15 2.799e-05 4.276e-08
3.3500e+00 3.885e-03 3.278e-05 6.448e-06 9.384e-15 2.800e-05 4.316e-08
3.3520e+00 4.008e-03 3.279e-05 6.451e-06 9.558e-15 2.802e-05 4.356e-08
3.3540e+00 4.174e-03 3.280e-05 6.453e-06 9.734e-15 2.803e-05 4.396e-08
3.3560e+00 4.384e-03 3.282e-05 6.455e-06 9.914e-15 2.804e-05 4.436e-08
3.3580e+00 4.596e-03 3.283e-05 6.458e-06 1.010e-14 2.805e-05 4.477e-08
3.3600e+00 4.726e-03 3.284e-05 6.460e-06 1.028e-14 2.806e-05 4.518e-08
3.3620e+00 4.667e-03 3.285e-05 6.462e-06 1.047e-14 2.807e-05 4.559e-08
3.3640e+00 4.377e-03 3.287e-05 6.464e-06 1.067e-14 2.808e-05 4.601e-08
3.3660e+00 3.891e-03 3.288e-05 6.467e-06 1.086e-14 2.809e-05 4.643e-08
3.3680e+00 3.541e-03 3.289e-05 6.469e-06 1.106e-14 2.810e-05 4.686e-08
3.3700e+00 3.325e-03 3.290e-05 6.471e-06 1.126e-14 2.811e-05 4.728e-08
3.3720e+00 3.142e-03 3.292e-05 6.474e-06 1.147e-14 2.812e-05 4.771e-08
3.3740e+00 2.894e-03 3.293e-05 6.476e-06 1.168e-14 2.813e-05 4.815e-08
3.3760e+00 2.590e-03 3.294e-05 6.478e-06 1.190e-14 2.814e-05 4.859e-08
3.3780e+00 2.492e-03 3.295e-05 6.481e-06 1.211e-14 2.815e-05 4.903e-08
3.3800e+00 2.699e-03 3.297e-05 6.483e-06 1.233e-14 2.816e-05 4.948e-08
3.3820e+00 3.000e-03 3.298e-05 6.485e-06 1.256e-14 2.817e-05 4.993e-08
3.3840e+00 3.076e-03 3.299e-05 6.488e-06 1.279e-14 2.818e-05 5.038e-08
3.3860e+00 2.812e-03 3.300e-05 6.490e-06 1.302e-14 2.819e-05 5.083e-08
3.3880e+00 2.461e-03 3.302e-05 6.492e-06 1.326e-14 2.820e-05 5.130e-08
3.3900e+00 2.025e-03 3.303e-05 6.495e-06 1.350e-14 2.821e-05 5.176e-08
3.3920e+00 1.482e-03 3.304e-05 6.497e-06 1.375e-14 2.822e-05 5.223e-08
3.3940e+00 8.712e-04 3.305e-05 6.499e-06 1.399e-14 2.824e-05 5.270e-08
3.3960e+00 3.142e-04 3.307e-05 6.502e-06 1.425e-14 2.825e-05 5.318e-08
3.3980e+00 5.646e-05 3.308e-05 6.504e-06 1.451e-14 2.826e-05 5.365e-08
3.4000e+00 5.091e-05 3.309e-05 6.506e-06 1.477e-14 2.827e-05 5.414e-08
3.4020e+00 2.539e-04 3.311e-05 6.509e-06 1.504e-14 2.828e-05 5.463e-08
3.4040e+00 6.251e-04 3.312e-05 6.511e-06 1.531e-14 2.829e-05 5.512e-08
3.4060e+00 1.127e-03 3.313e-05 6.513e-06 1.559e-14 2.830e-05 5.561e-08
3.4080e+00 1.430e-03 3.314e-05 6.516e-06 1.587e-14 2.831e-05 5.611e-08
3.4100e+00 1.536e-03 3.316e-05 6.518e-06 1.615e-14 2.832e-05 5.662e-08
3.4120e+00 1.608e-03 3.317e-05 6.520e-06 1.644e-14 2.833e-05 5.712e-08
3.4140e+00 1.830e-03 3.318e-05 6.523e-06 1.674e-14 2.834e-05 5.763e-08
3.4160e+00 2.242e-03 3.319e-05 6.525e-06 1.704e-14 2.835e-05 5.815e-08
3.4180e+00 2.546e-03 3.321e-05 6.528e-06 1.735e-14 2.836e-05 5.867e-08
3.4200e+00 2.735e-03 3.322e-05 6.530e-06 1.766e-14 2.837e-05 5.919e-08
3.4220e+00 2.944e-03 3.323e-05 6.532e-06 1.798e-14 2.838e-05 5.972e-08
3.4240e+00 3.287e-03 3.325e-05 6.535e-06 1.830e-14 2.839e-05 6.025e-08
3.4260e+00 3.709e-03 3.326e-05 6.537e-06 1.863e-14 2.840e-05 6.079e-08
3.4280e+00 4.074e-03 3.327e-05 6.539e-06 1.896e-14 2.842e-05 6.133e-08
3.4300e+00 4.375e-03 3.328e-05 6.542e-06 1.930e-14 2.843e-05 6.188e-08
3.4320e+00 4.603e-03 3.330e-05 6.544e-06 1.964e-14 2.844e-05 6.243e-08
3.4340e+00 4.749e-03 3.331e-05 6.546e-06 1.999e-14 2.845e-05 6.298e-08
3.4360e+00 4.805e-03 3.332e-05 6.549e-06 2.035e-14 2.846e-05 6.354e-08
3.4380e+00 4.763e-03 3.334e-05 6.551e-06 2.071e-14 2.847e-05 6.410e-08
3.4400e+00 4.614e-03 3.335e-05 6.553e-06 2.108e-14 2.848e-05 6.467e-08
3.4420e+00 4.520e-03 3.336e-05 6.556e-06 2.145e-14 2.849e-05 6.524e-08
3.4440e+00 4.668e-03 3.337e-05 6.558e-06 2.184e-14 2.850e-05 6.582e-08
3.4460e+00 5.105e-03 3.339e-05 6.561e-06 2.222e-14 2.851e-05 6.640e-08
3.4480e+00 5.426e-03 3.340e-05 6.563e-06 2.262e-14 2.852e-05 6.699e-08
3.4500e+00 5.601e-03 3.341e-05 6.565e-06 2.302e-14 2.853e-05 6.758e-08
3.4520e+00 5.557e-03 3.343e-05 6.568e-06 2.343e-14 2.854e-05 6.817e-08
3.4540e+00 5.234e-03 3.344e-05 6.570e-06 2.384e-14 2.855e-05 6.877e-08
3.4560e+00 4.630e-03 3.345e-05 6.572e-06 2.426e-14 2.856e-05 6.938e-08
3.4580e+00 3.993e-03 3.347e-05 6.575e-06 2.469e-14 2.858e-05 6.999e-08
3.4600e+00 3.396e-03 3.348e-05 6.577e-06 2.512e-14 2.859e-05 7.060e-08
3.4620e+00 2.980e-03 3.349e-05 6.580e-06 2.557e-14 2.860e-05 7.122e-08
3.4640e+00 2.804e-03 3.350e-05 6.582e-06 2.602e-14 2.861e-05 7.184e-08
3.4660e+00 2.786e-03 3.352e-05 6.584e-06 2.648e-14 2.862e-05 7.247e-08
3.4680e+00 2.806e-03 3.353e-05 6.587e-06 2.694e-14 2.863e-05 7.311e-08
3.4700e+00 2.919e-03 3.354e-05 6.589e-06 2.741e-14 2.864e-05 7.374e-08
3.4720e+00 3.055e-03 3.356e-05 6.592e-06 2.789e-14 2.865e-05 7.439e-08
3.4740e+00 3.101e-03 3.357e-05 6.594e-06 2.838e-14 2.866e-05 7.504e-08
3.4760e+00 3.028e-03 3.358e-05 6.596e-06 2.888e-14 2.867e-05 7.569e-08
3.4780e+00 2.929e-03 3.360e-05 6.599e-06 2.939e-14 2.868e-05 7.635e-08
3.4800e+00 2.812e-03 3.361e-05 6.601e-06 2.990e-14 2.869e-05 7.702e-08
3.4820e+00 2.644e-03 3.362e-05 6.603e-06 3.042e-14 2.870e-05 7.768e-08
3.4840e+00 2.409e-03 3.364e-05 6.606e-06 3.095e-14 2.872e-05 7.836e-08
3.4860e+00 2.152e-03 3.365e-05 6.608e-06 3.149e-14 2.873e-05 7.904e-08
3.4880e+00 2.002e-03 3.366e-05 6.611e-06 3.204e-14 2.874e-05 7.972e-08
3.4900e+00 1.957e-03 3.368e-05 6.613e-06 3.260e-14 2.875e-05 8.042e-08
3.4920e+00 1.998e-03 3.369e-05 6.615e-06 3.317e-14 2.876e-05 8.111e-08
3.4940e+00 2.060e-03 3.370e-05 6.618e-06 3.374e-14 2.877e-05 8.181e-08
3.4960e+00 2.060e-03 3.372e-05 6.620e-06 3.433e-14 2.878e-05 8.252e-08
3.4980e+00 1.871e-03 3.373e-05 6.623e-06 3.493e-14 2.879e-05 8.323e-08
3.5000e+00 1.531e-03 3.374e-05 6.625e-06 3.553e-14 2.880e-05 8.395e-08
3.5020e+00 1.139e-03 3.376e-05 6.627e-06 3.615e-14 2.881e-05 8.467e-08
3.5040e+00 8.143e-04 3.377e-05 6.630e-06 3.677e-14 2.882e-05 8.540e-08
3.5060e+00 6.311e-04 3.378e-05 6.632e-06 3.741e-14 2.883e-05 8.614e-08
3.5080e+00 7.506e-04 3.380e-05 6.635e-06 3.805e-14 2.885e-05 8.688e-08
3.5100e+00 1.210e-03 3.381e-05 6.637e-06 3.871e-14 2.886e-05 8.762e-08
3.5120e+00 1.943e-03 3.382e-05 6.640e-06 3.938e-14 2.887e-05 8.838e-08
3.5140e+00 2.782e-03 3.384e-05 6.642e-06 4.006e-14 2.888e-05 8.913e-08
3.5160e+00 3.560e-03 3.385e-05 6.644e-06 4.075e-14 2.889e-05 8.990e-08
3.5180e+00 4.191e-03 3.386e-05 6.647e-06 4.145e-14 2.890e-05 9.067e-08
3.5200e+00 4.675e-03 3.388e-05 6.649e-06 4.216e-14 2.891e-05 9.144e-08
3.5220e+00 4.929e-03 3.389e-05 6.652e-06 4.288e-14 2.892e-05 9.222e-08
3.5240e+00 4.905e-03 3.390e-05 6.654e-06 4.362e-14 2.893e-05 9.301e-08
3.5260e+00 4.677e-03 3.392e-05 6.656e-06 4.437e-14 2.894e-05 9.380e-08
3.5280e+00 4.653e-03 3.393e-05 6.659e-06 4.513e-14 2.895e-05 9.460e-08
3.5300e+00 4.739e-03 3.394e-05 6.661e-06 4.590e-14 2.897e-05 9.541e-08
3.5320e+00 4.825e-03 3.396e-05 6.664e-06 4.668e-14 2.898e-05 9.622e-08
3.5340e+00 4.871e-03 3.397e-05 6.666e-06 4.748e-14 2.899e-05 9.704e-08
3.5360e+00 4.924e-03 3.398e-05 6.669e-06 4.829e-14 2.900e-05 9.786e-08
3.5380e+00 4.737e-03 3.400e-05 6.671e-06 4.912e-14 2.901e-05 9.869e-08
3.5400e+00 4.396e-03 3.401e-05 6.673e-06 4.995e-14 2.902e-05 9.953e-08
3.5420e+00 4.044e-03 3.402e-05 6.676e-06 5.080e-14 2.903e-05 1.004e-07
3.5440e+00 3.737e-03 3.404e-05 6.678e-06 5.167e-14 2.904e-05 1.012e-07
3.5460e+00 3.381e-03 3.405e-05 6.681e-06 5.255e-14 2.905e-05 1.021e-07
3.5480e+00 2.969e-03 3.406e-05 6.683e-06 5.344e-14 2.906e-05 1.029e-07
3.5500e+00 2.577e-03 3.408e-05 6.686e-06 5.434e-14 2.907e-05 1.038e-07
3.5520e+00 2.365e-03 3.409e-05 6.688e-06 5.527e-14 2.909e-05 1.047e-07
3.5540e+00 2.454e-03 3.411e-05 6.691e-06 5.620e-14 2.910e-05 1.056e-07
3.5560e+00 2.847e-03 3.412e-05 6.693e-06 5.715e-14 2.911e-05 1.065e-07
3.5580e+00 3.426e-03 3.413e-05 6.695e-06 5.812e-14 2.912e-05 1.074e-07
3.5600e+00 4.159e-03 3.415e-05 6.698e-06 5.910e-14 2.913e-05 1.083e-07
3.5620e+00 4.807e-03 3.416e-05 6.700e-06 6.010e-14 2.914e-05 1.092e-07
3.5640e+00 5.130e-03 3.417e-05 6.703e-06 6.111e-14 2.915e-05 1.101e-07
3.5660e+00 5.085e-03 3.419e-05 6.705e-06 6.214e-14 2.916e-05 1.110e-07
3.5680e+00 4.962e-03 3.420e-05 6.708e-06 6.319e-14 2.917e-05 1.119e-07
3.5700e+00 4.753e-03 3.421e-05 6.710e-06 6.425e-14 2.919e-05 1.129e-07
3.5720e+00 4.619e-03 3.423e-05 6.713e-06 6.533e-14 2.920e-05 1.138e-07
3.5740e+00 4.746e-03 3.424e-05 6.715e-06 6.643e-14 2.921e-05 1.148e-07
3.5760e+00 5.184e-03 3.426e-05 6.717e-06 6.754e-14 2.922e-05 1.157e-07
3.5780e+00 5.312e-03 3.427e-05 6.720e-06 6.868e-14 2.923e-05 1.167e-07
3.5800e+00 5.097e-03 3.428e-05 6.722e-06 6.983e-14 2.924e-05 1.177e-07
3.5820e+00 4.535e-03 3.430e-05 6.725e-06 7.100e-14 2.925e-05 1.186e-07
3.5840e+00 3.695e-03 3.431e-05 6.727e-06 7.218e-14 2.926e-05 1.196e-07
3.5860e+00 2.681e-03 3.433e-05 6.730e-06 7.339e-14 2.927e-05 1.206e-07
3.5880e+00 2.349e-03 3.434e-05 6.732e-06 7.461e-14 2.929e-05 1.216e-07
3.5900e+00 2.640e-03 3.435e-05 6.735e-06 7.586e-14 2.930e-05 1.226e-07
3.5920e+00 3.195e-03 3.437e-05 6.737e-06 7.712e-14 2.931e-05 1.237e-07
3.5940e+00 3.660e-03 3.438e-05 6.740e-06 7.841e-14 2.932e-05 1.247e-07
3.5960e+00 3.996e-03 3.439e-05 6.742e-06 7.971e-14 2.933e-05 1.257e-07
3.5980e+00 4.501e-03 3.441e-05 6.745e-06 8.104e-14 2.934e-05 1.268e-07
3.6000e+00 5.180e-03 3.442e-05 6.747e-06 8.238e-14 2.935e-05 1.278e-07
3.6020e+00 5.879e-03 3.444e-05 6.750e-06 8.375e-14 2.936e-05 1.289e-07
3.6040e+00 6.421e-03 3.445e-05 6.752e-06 8.514e-14 2.937e-05 1.299e-07
