1245,00 0,000
1250,00 1,000
1255,00 1,000
1260,00 0,000
1265,00 0,000
1270,00 1,000
1275,00 0,000
1280,00 0,000
1285,00 0,000
1290,00 1,000
1295,00 0,000
1300,00 0,000
1305,00 0,000
1310,00 0,000
1315,00 0,000
1320,00 0,000
1325,00 0,000
1330,00 0,000
1335,00 1,000
1340,00 0,000
1345,00 1,000
1350,00 0,000
1355,00 2,000
1360,00 1,000
1365,00 0,000
1370,00 1,000
1375,00 1,000
1380,00 1,000
1385,00 1,000
1390,00 2,000
1395,00 1,000
1400,00 0,000
1405,00 0,000
1410,00 1,000
1415,00 1,000
1420,00 2,000
1425,00 1,000
1430,00 0,000
1435,00 2,000
1440,00 0,000
1445,00 0,000
1450,00 0,000
1455,00 0,000
1460,00 0,000
1465,00 1,000
1470,00 2,000
1475,00 1,000
1480,00 0,000
1485,00 0,000
1490,00 2,000
1495,00 0,000
1500,00 0,000
1505,00 1,000
1510,00 0,000
1515,00 1,000
1520,00 2,000
1525,00 0,000
1530,00 0,000
1535,00 2,000
1540,00 2,000
1545,00 1,000
1550,00 0,000
1555,00 0,000
1560,00 0,000
1565,00 1,000
1570,00 2,000
1575,00 0,000
1580,00 0,000
1585,00 0,000
1590,00 1,000
1595,00 0,000
1600,00 0,000
1605,00 0,000
1610,00 0,000
1615,00 1,000
1620,00 0,000
1625,00 0,000
1630,00 0,000
1635,00 0,000
1640,00 2,000
1645,00 0,000
1650,00 1,000
1655,00 0,000
1660,00 0,000
1665,00 0,000
1670,00 0,000
1675,00 1,000
1680,00 0,000
1685,00 1,000
1690,00 0,000
1695,00 1,000
1700,00 2,000
1705,00 0,000
1710,00 0,000
1715,00 1,000
1720,00 0,000
1725,00 1,000
1730,00 0,000
1735,00 1,000
1740,00 0,000
1745,00 0,000
1750,00 1,000
1755,00 0,000
1760,00 3,000
1765,00 0,000
1770,00 0,000
1775,00 1,000
1780,00 0,000
1785,00 1,000
1790,00 2,000
1795,00 0,000
1800,00 0,000
1805,00 0,000
1810,00 1,000
1815,00 0,000
1820,00 2,000
1825,00 0,000
1830,00 1,000
1835,00 0,000
1840,00 0,000
1845,00 0,000
1850,00 0,000
1855,00 0,000
1860,00 2,000
1865,00 0,000
1870,00 0,000
1875,00 0,000
1880,00 0,000
1885,00 3,000
1890,00 1,000
1895,00 0,000
1900,00 0,000
1905,00 0,000
1910,00 0,000
1915,00 1,000
1920,00 2,000
1925,00 1,000
1930,00 2,000
1935,00 0,000
1940,00 1,000
1945,00 0,000
1950,00 0,000
1955,00 0,000
1960,00 0,000
1965,00 1,000
1970,00 1,000
1975,00 1,000
1980,00 0,000
1985,00 0,000
1990,00 1,000
1995,00 0,000
2000,00 2,000
2005,00 2,000
2010,00 0,000
2015,00 0,000
2020,00 1,000
2025,00 0,000
2030,00 0,000
2035,00 0,000
2040,00 2,000
2045,00 0,000
2050,00 0,000
2055,00 1,000
2060,00 1,000
2065,00 0,000
2070,00 3,000
2075,00 1,000
2080,00 0,000
2085,00 1,000
2090,00 0,000
2095,00 0,000
2100,00 2,000
2105,00 0,000
2110,00 1,000
2115,00 3,000
2120,00 0,000
2125,00 0,000
2130,00 0,000
2135,00 0,000
2140,00 1,000
2145,00 0,000
2150,00 0,000
2155,00 3,000
2160,00 3,000
2165,00 0,000
2170,00 1,000
2175,00 0,000
2180,00 0,000
2185,00 0,000
2190,00 1,000
2195,00 0,000
2200,00 0,000
2205,00 1,000
2210,00 0,000
2215,00 0,000
2220,00 0,000
2225,00 0,000
2230,00 0,000
2235,00 0,000
2240,00 1,000
2245,00 0,000
2250,00 0,000
2255,00 2,000
2260,00 0,000
2265,00 0,000
2270,00 2,000
2275,00 0,000
2280,00 0,000
2285,00 2,000
2290,00 0,000
2295,00 0,000
2300,00 1,000
2305,00 1,000
2310,00 0,000
2315,00 2,000
2320,00 2,000
2325,00 1,000
2330,00 1,000
2335,00 0,000
2340,00 0,000
2345,00 0,000
2350,00 0,000
2355,00 0,000
2360,00 0,000
2365,00 0,000
2370,00 2,000
2375,00 0,000
2380,00 0,000
2385,00 0,000
2390,00 0,000
2395,00 0,000
2400,00 1,000
2405,00 0,000
2410,00 0,000
2415,00 2,000
2420,00 3,000
2425,00 0,000
2430,00 0,000
2435,00 0,000
2440,00 1,000
2445,00 1,000
2450,00 1,000
2455,00 0,000
2460,00 0,000
2465,00 1,000
2470,00 0,000
2475,00 1,000
2480,00 1,000
2485,00 0,000
2490,00 1,000
2495,00 0,000
2500,00 1,000
2505,00 0,000
2510,00 1,000
2515,00 2,000
2520,00 2,000
2525,00 1,000
2530,00 2,000
2535,00 2,000
2540,00 0,000
2545,00 1,000
2550,00 0,000
2555,00 2,000
2560,00 1,000
2565,00 1,000
2570,00 1,000
2575,00 0,000
2580,00 0,000
2585,00 0,000
2590,00 1,000
2595,00 1,000
2600,00 0,000
2605,00 0,000
2610,00 2,000
2615,00 2,000
2620,00 1,000
2625,00 1,000
2630,00 0,000
2635,00 0,000
2640,00 1,000
2645,00 0,000
2650,00 0,000
2655,00 0,000
2660,00 0,000
2665,00 1,000
2670,00 1,000
2675,00 0,000
2680,00 0,000
2685,00 0,000
2690,00 0,000
2695,00 1,000
2700,00 0,000
2705,00 0,000
2710,00 0,000
2715,00 0,000
2720,00 0,000
2725,00 0,000
2730,00 0,000
2735,00 0,000
2740,00 1,000
2745,00 0,000
2750,00 1,000
2755,00 2,000
2760,00 1,000
2765,00 1,000
2770,00 0,000
2775,00 1,000
2780,00 3,000
2785,00 1,000
2790,00 2,000
2795,00 1,000
2800,00 0,000
2805,00 0,000
2810,00 0,000
2815,00 0,000
2820,00 1,000
2825,00 0,000
2830,00 1,000
2835,00 0,000
2840,00 0,000
2845,00 2,000
2850,00 0,000
2855,00 0,000
2860,00 0,000
2865,00 0,000
2870,00 1,000
2875,00 0,000
2880,00 0,000
2885,00 1,000
2890,00 0,000
2895,00 1,000
2900,00 0,000
2905,00 1,000
2910,00 1,000
2915,00 0,000
2920,00 1,000
2925,00 1,000
2930,00 1,000
2935,00 1,000
2940,00 0,000
2945,00 0,000
2950,00 1,000
2955,00 1,000
2960,00 1,000
2965,00 1,000
2970,00 0,000
2975,00 3,000
2980,00 0,000
2985,00 1,000
2990,00 0,000
2995,00 1,000
3000,00 1,000
3005,00 0,000
3010,00 0,000
3015,00 0,000
3020,00 0,000
3025,00 1,000
3030,00 2,000
3035,00 0,000
3040,00 0,000
3045,00 2,000
3050,00 1,000
3055,00 0,000
3060,00 1,000
3065,00 1,000
3070,00 0,000
3075,00 1,000
3080,00 0,000
3085,00 1,000
3090,00 1,000
3095,00 0,000
3100,00 1,000
3105,00 0,000
3110,00 0,000
3115,00 1,000
3120,00 0,000
3125,00 0,000
3130,00 0,000
3135,00 0,000
3140,00 0,000
3145,00 0,000
3150,00 1,000
3155,00 0,000
3160,00 0,000
3165,00 1,000
3170,00 1,000
3175,00 0,000
3180,00 0,000
3185,00 2,000
3190,00 1,000
3195,00 2,000
3200,00 2,000
3205,00 2,000
3210,00 3,000
3215,00 0,000
3220,00 0,000
3225,00 2,000
3230,00 1,000
3235,00 3,000
3240,00 1,000
3245,00 1,000
3250,00 1,000
3255,00 0,000
3260,00 2,000
3265,00 0,000
3270,00 0,000
3275,00 2,000
3280,00 1,000
3285,00 0,000
3290,00 0,000
3295,00 2,000
3300,00 0,000
3305,00 0,000
3310,00 1,000
3315,00 0,000
3320,00 1,000
3325,00 1,000
3330,00 1,000
3335,00 0,000
3340,00 0,000
3345,00 1,000
3350,00 1,000
3355,00 3,000
3360,00 0,000
3365,00 0,000
3370,00 1,000
3375,00 1,000
3380,00 1,000
3385,00 0,000
3390,00 1,000
3395,00 0,000
3400,00 0,000
3405,00 0,000
3410,00 0,000
3415,00 0,000
3420,00 2,000
3425,00 1,000
3430,00 0,000
3435,00 1,000
3440,00 1,000
3445,00 2,000
3450,00 1,000
3455,00 1,000
3460,00 1,000
3465,00 1,000
3470,00 0,000
3475,00 0,000
3480,00 1,000
3485,00 2,000
3490,00 0,000
3495,00 0,000
3500,00 0,000
3505,00 0,000
3510,00 1,000
3515,00 1,000
3520,00 0,000
3525,00 1,000
3530,00 2,000
3535,00 2,000
3540,00 0,000
3545,00 0,000
3550,00 2,000
3555,00 0,000
3560,00 0,000
3565,00 2,000
3570,00 1,000
3575,00 2,000
3580,00 1,000
3585,00 0,000
3590,00 1,000
3595,00 1,000
3600,00 0,000
3605,00 1,000
3610,00 4,000
3615,00 1,000
3620,00 1,000
3625,00 0,000
3630,00 0,000
3635,00 2,000
3640,00 2,000
3645,00 2,000
3650,00 1,000
3655,00 0,000
3660,00 0,000
3665,00 1,000
3670,00 0,000
3675,00 1,000
3680,00 1,000
3685,00 0,000
3690,00 0,000
3695,00 3,000
3700,00 0,000
3705,00 2,000
3710,00 2,000
3715,00 0,000
3720,00 1,000
3725,00 2,000
3730,00 1,000
3735,00 1,000
3740,00 0,000
3745,00 1,000
3750,00 0,000
3755,00 2,000
3760,00 1,000
3765,00 1,000
3770,00 2,000
3775,00 0,000
3780,00 1,000
3785,00 1,000
3790,00 1,000
3795,00 3,000
3800,00 1,000
3805,00 1,000
3810,00 1,000
3815,00 3,000
3820,00 0,000
3825,00 1,000
3830,00 3,000
3835,00 1,000
3840,00 2,000
3845,00 1,000
3850,00 0,000
3855,00 0,000
3860,00 3,000
3865,00 2,000
3870,00 0,000
3875,00 1,000
3880,00 0,000
3885,00 1,000
3890,00 3,000
3895,00 0,000
3900,00 2,000
3905,00 0,000
3910,00 1,000
3915,00 0,000
3920,00 2,000
3925,00 1,000
3930,00 0,000
3935,00 4,000
3940,00 1,000
3945,00 1,000
3950,00 0,000
3955,00 1,000
3960,00 0,000
3965,00 1,000
3970,00 1,000
3975,00 1,000
3980,00 1,000
3985,00 1,000
3990,00 0,000
3995,00 0,000
4000,00 0,000
4005,00 3,000
4010,00 0,000
4015,00 0,000
4020,00 0,000
4025,00 0,000
4030,00 0,000
4035,00 1,000
4040,00 2,000
4045,00 2,000
4050,00 1,000
4055,00 0,000
4060,00 1,000
4065,00 1,000
4070,00 0,000
4075,00 0,000
4080,00 0,000
4085,00 0,000
4090,00 1,000
4095,00 0,000
4100,00 1,000
4105,00 0,000
4110,00 0,000
4115,00 0,000
4120,00 2,000
4125,00 0,000
4130,00 1,000
4135,00 0,000
4140,00 1,000
4145,00 2,000
4150,00 2,000
4155,00 1,000
4160,00 0,000
4165,00 0,000
4170,00 0,000
4175,00 2,000
4180,00 1,000
4185,00 1,000
4190,00 0,000
4195,00 0,000
4200,00 1,000
4205,00 0,000
4210,00 0,000
4215,00 0,000
4220,00 1,000
4225,00 0,000
4230,00 2,000
4235,00 0,000
4240,00 0,000
4245,00 2,000
4250,00 0,000
4255,00 2,000
4260,00 2,000
4265,00 2,000
4270,00 0,000
4275,00 1,000
4280,00 1,000
4285,00 2,000
4290,00 2,000
4295,00 0,000
4300,00 0,000
4305,00 1,000
4310,00 1,000
4315,00 3,000
4320,00 0,000
4325,00 0,000
4330,00 0,000
4335,00 0,000
4340,00 1,000
4345,00 1,000
4350,00 1,000
4355,00 4,000
4360,00 2,000
4365,00 1,000
4370,00 1,000
4375,00 0,000
4380,00 1,000
4385,00 0,000
4390,00 0,000
4395,00 1,000
4400,00 0,000
4405,00 0,000
4410,00 0,000
4415,00 2,000
4420,00 1,000
4425,00 0,000
4430,00 1,000
4435,00 1,000
4440,00 1,000
4445,00 0,000
4450,00 1,000
4455,00 0,000
4460,00 0,000
4465,00 1,000
4470,00 0,000
4475,00 1,000
4480,00 0,000
4485,00 0,000
4490,00 0,000
4495,00 1,000
4500,00 1,000
4505,00 1,000
4510,00 3,000
4515,00 1,000
4520,00 0,000
4525,00 2,000
4530,00 1,000
4535,00 1,000
4540,00 1,000
4545,00 0,000
4550,00 0,000
4555,00 0,000
4560,00 4,000
4565,00 2,000
4570,00 0,000
4575,00 0,000
4580,00 2,000
4585,00 5,000
4590,00 1,000
4595,00 1,000
4600,00 2,000
4605,00 0,000
4610,00 1,000
4615,00 4,000
4620,00 0,000
4625,00 0,000
4630,00 0,000
4635,00 2,000
4640,00 0,000
4645,00 0,000
4650,00 0,000
4655,00 0,000
4660,00 1,000
4665,00 1,000
4670,00 2,000
4675,00 0,000
4680,00 1,000
4685,00 1,000
4690,00 2,000
4695,00 0,000
4700,00 0,000
4705,00 0,000
4710,00 3,000
4715,00 0,000
4720,00 2,000
4725,00 0,000
4730,00 0,000
4735,00 1,000
4740,00 1,000
4745,00 1,000
4750,00 0,000
4755,00 0,000
4760,00 0,000
4765,00 0,000
4770,00 0,000
4775,00 2,000
4780,00 1,000
4785,00 2,000
4790,00 2,000
4795,00 0,000
4800,00 1,000
4805,00 3,000
4810,00 3,000
4815,00 0,000
4820,00 3,000
4825,00 2,000
4830,00 1,000
4835,00 4,000
4840,00 0,000
4845,00 2,000
4850,00 1,000
4855,00 2,000
4860,00 1,000
4865,00 1,000
4870,00 1,000
4875,00 4,000
4880,00 0,000
4885,00 2,000
4890,00 0,000
4895,00 0,000
4900,00 0,000
4905,00 1,000
4910,00 1,000
4915,00 2,000
4920,00 0,000
4925,00 1,000
4930,00 0,000
4935,00 0,000
4940,00 1,000
4945,00 1,000
4950,00 3,000
4955,00 1,000
4960,00 3,000
4965,00 1,000
4970,00 1,000
4975,00 3,000
4980,00 2,000
4985,00 0,000
4990,00 0,000
4995,00 2,000
5000,00 0,000
5005,00 2,000
5010,00 2,000
5015,00 1,000
5020,00 2,000
5025,00 1,000
5030,00 3,000
5035,00 1,000
5040,00 2,000
5045,00 0,000
5050,00 0,000
5055,00 1,000
5060,00 2,000
5065,00 1,000
5070,00 2,000
5075,00 1,000
5080,00 0,000
5085,00 2,000
5090,00 0,000
5095,00 0,000
5100,00 1,000
5105,00 2,000
5110,00 2,000
5115,00 0,000
5120,00 0,000
5125,00 1,000
5130,00 1,000
5135,00 0,000
5140,00 1,000
5145,00 2,000
5150,00 0,000
5155,00 1,000
5160,00 0,000
5165,00 0,000
5170,00 1,000
5175,00 1,000
5180,00 0,000
5185,00 2,000
5190,00 1,000
5195,00 0,000
5200,00 2,000
5205,00 3,000
5210,00 0,000
5215,00 3,000
5220,00 0,000
5225,00 3,000
5230,00 0,000
5235,00 1,000
5240,00 1,000
5245,00 0,000
5250,00 2,000
5255,00 0,000
5260,00 1,000
5265,00 2,000
5270,00 0,000
5275,00 1,000
5280,00 1,000
5285,00 0,000
5290,00 3,000
5295,00 0,000
5300,00 2,000
5305,00 0,000
5310,00 2,000
5315,00 2,000
5320,00 4,000
5325,00 4,000
5330,00 2,000
5335,00 5,000
5340,00 0,000
5345,00 0,000
5350,00 0,000
5355,00 1,000
5360,00 1,000
5365,00 2,000
5370,00 2,000
5375,00 1,000
5380,00 1,000
5385,00 1,000
5390,00 2,000
5395,00 1,000
5400,00 3,000
5405,00 0,000
5410,00 1,000
5415,00 0,000
5420,00 0,000
5425,00 1,000
5430,00 0,000
5435,00 2,000
5440,00 2,000
5445,00 2,000
5450,00 0,000
5455,00 0,000
5460,00 0,000
5465,00 2,000
5470,00 1,000
5475,00 1,000
5480,00 0,000
5485,00 1,000
5490,00 3,000
5495,00 0,000
5500,00 1,000
5505,00 1,000
5510,00 2,000
5515,00 1,000
5520,00 2,000
5525,00 1,000
5530,00 2,000
5535,00 1,000
5540,00 2,000
5545,00 0,000
5550,00 0,000
5555,00 0,000
5560,00 2,000
5565,00 2,000
5570,00 1,000
5575,00 0,000
5580,00 1,000
5585,00 0,000
5590,00 1,000
5595,00 2,000
5600,00 2,000
5605,00 1,000
5610,00 2,000
5615,00 1,000
5620,00 1,000
5625,00 3,000
5630,00 1,000
5635,00 3,000
5640,00 4,000
5645,00 1,000
5650,00 1,000
5655,00 3,000
5660,00 0,000
5665,00 2,000
5670,00 2,000
5675,00 1,000
5680,00 0,000
5685,00 3,000
5690,00 1,000
5695,00 1,000
5700,00 3,000
5705,00 1,000
5710,00 0,000
5715,00 1,000
5720,00 0,000
5725,00 2,000
5730,00 1,000
5735,00 0,000
5740,00 0,000
5745,00 0,000
5750,00 2,000
5755,00 1,000
5760,00 1,000
5765,00 2,000
5770,00 2,000
5775,00 0,000
5780,00 1,000
5785,00 0,000
5790,00 1,000
5795,00 0,000
5800,00 2,000
5805,00 1,000
5810,00 4,000
5815,00 0,000
5820,00 2,000
5825,00 0,000
5830,00 0,000
5835,00 1,000
5840,00 2,000
5845,00 4,000
5850,00 2,000
5855,00 1,000
5860,00 0,000
5865,00 2,000
5870,00 2,000
5875,00 2,000
5880,00 0,000
5885,00 0,000
5890,00 1,000
5895,00 1,000
5900,00 0,000
5905,00 2,000
5910,00 3,000
5915,00 1,000
5920,00 1,000
5925,00 2,000
5930,00 1,000
5935,00 0,000
5940,00 4,000
5945,00 2,000
5950,00 0,000
5955,00 1,000
5960,00 3,000
5965,00 2,000
5970,00 1,000
5975,00 2,000
5980,00 2,000
5985,00 0,000
5990,00 0,000
5995,00 1,000
6000,00 0,000
6005,00 1,000
6010,00 1,000
6015,00 1,000
6020,00 0,000
6025,00 0,000
6030,00 4,000
6035,00 1,000
6040,00 1,000
6045,00 1,000
6050,00 1,000
6055,00 1,000
6060,00 2,000
6065,00 2,000
6070,00 1,000
6075,00 1,000
6080,00 2,000
6085,00 0,000
6090,00 4,000
6095,00 2,000
6100,00 2,000
6105,00 0,000
6110,00 1,000
6115,00 0,000
6120,00 4,000
6125,00 1,000
6130,00 2,000
6135,00 5,000
6140,00 3,000
6145,00 0,000
6150,00 0,000
6155,00 2,000
6160,00 1,000
6165,00 2,000
6170,00 0,000
6175,00 0,000
6180,00 0,000
6185,00 0,000
6190,00 2,000
6195,00 2,000
6200,00 0,000
6205,00 2,000
6210,00 3,000
6215,00 3,000
6220,00 0,000
6225,00 0,000
6230,00 0,000
6235,00 1,000
6240,00 2,000
6245,00 0,000
6250,00 4,000
6255,00 2,000
6260,00 0,000
6265,00 2,000
6270,00 0,000
6275,00 2,000
6280,00 2,000
6285,00 2,000
6290,00 0,000
6295,00 1,000
6300,00 3,000
6305,00 0,000
6310,00 0,000
6315,00 0,000
6320,00 1,000
6325,00 0,000
6330,00 0,000
6335,00 3,000
6340,00 0,000
6345,00 2,000
6350,00 4,000
6355,00 0,000
6360,00 1,000
6365,00 0,000
6370,00 2,000
6375,00 1,000
6380,00 2,000
6385,00 2,000
6390,00 3,000
6395,00 1,000
6400,00 2,000
6405,00 1,000
6410,00 3,000
6415,00 0,000
6420,00 0,000
6425,00 0,000
6430,00 0,000
6435,00 2,000
6440,00 2,000
6445,00 0,000
6450,00 1,000
6455,00 2,000
6460,00 1,000
6465,00 2,000
6470,00 0,000
6475,00 2,000
6480,00 2,000
6485,00 2,000
6490,00 2,000
6495,00 3,000
6500,00 2,000
6505,00 0,000
6510,00 5,000
6515,00 2,000
6520,00 0,000
6525,00 0,000
6530,00 3,000
6535,00 0,000
6540,00 1,000
6545,00 1,000
6550,00 0,000
6555,00 3,000
6560,00 1,000
6565,00 1,000
6570,00 0,000
6575,00 1,000
6580,00 1,000
6585,00 3,000
6590,00 1,000
6595,00 0,000
6600,00 3,000
6605,00 3,000
6610,00 1,000
6615,00 2,000
6620,00 1,000
6625,00 1,000
6630,00 1,000
6635,00 0,000
6640,00 0,000
6645,00 1,000
6650,00 1,000
6655,00 1,000
6660,00 2,000
6665,00 1,000
6670,00 1,000
6675,00 1,000
6680,00 3,000
6685,00 1,000
6690,00 4,000
6695,00 0,000
6700,00 3,000
6705,00 2,000
6710,00 3,000
6715,00 2,000
6720,00 0,000
6725,00 4,000
6730,00 1,000
6735,00 3,000
6740,00 3,000
6745,00 3,000
6750,00 2,000
6755,00 1,000
6760,00 1,000
6765,00 2,000
6770,00 2,000
6775,00 0,000
6780,00 2,000
6785,00 5,000
6790,00 2,000
6795,00 1,000
6800,00 2,000
6805,00 2,000
6810,00 2,000
6815,00 2,000
6820,00 2,000
6825,00 2,000
6830,00 1,000
6835,00 2,000
6840,00 3,000
6845,00 3,000
6850,00 2,000
6855,00 0,000
6860,00 3,000
6865,00 1,000
6870,00 1,000
6875,00 1,000
6880,00 5,000
6885,00 0,000
6890,00 1,000
6895,00 3,000
6900,00 2,000
6905,00 3,000
6910,00 1,000
6915,00 1,000
6920,00 4,000
6925,00 1,000
6930,00 1,000
6935,00 0,000
6940,00 3,000
6945,00 0,000
6950,00 0,000
6955,00 0,000
6960,00 0,000
6965,00 1,000
6970,00 2,000
6975,00 0,000
6980,00 2,000
6985,00 3,000
6990,00 2,000
6995,00 2,000
7000,00 0,000
7005,00 0,000
7010,00 1,000
7015,00 0,000
7020,00 0,000
7025,00 1,000
7030,00 1,000
7035,00 0,000
7040,00 7,000
7045,00 0,000
7050,00 2,000
7055,00 3,000
7060,00 3,000
7065,00 3,000
7070,00 2,000
7075,00 2,000
7080,00 2,000
7085,00 1,000
7090,00 0,000
7095,00 1,000
7100,00 1,000
7105,00 4,000
7110,00 1,000
7115,00 2,000
7120,00 1,000
7125,00 1,000
7130,00 1,000
7135,00 4,000
7140,00 0,000
7145,00 1,000
7150,00 1,000
7155,00 1,000
7160,00 1,000
7165,00 0,000
7170,00 2,000
7175,00 2,000
7180,00 2,000
7185,00 2,000
7190,00 0,000
7195,00 3,000
7200,00 2,000
7205,00 2,000
7210,00 2,000
7215,00 2,000
7220,00 3,000
7225,00 2,000
7230,00 4,000
7235,00 0,000
7240,00 1,000
7245,00 4,000
7250,00 3,000
7255,00 2,000
7260,00 1,000
7265,00 1,000
7270,00 1,000
7275,00 4,000
7280,00 1,000
7285,00 2,000
7290,00 2,000
7295,00 3,000
7300,00 1,000
7305,00 3,000
7310,00 2,000
7315,00 5,000
7320,00 3,000
7325,00 1,000
7330,00 1,000
7335,00 3,000
7340,00 1,000
7345,00 1,000
7350,00 2,000
7355,00 2,000
7360,00 3,000
7365,00 4,000
7370,00 2,000
7375,00 3,000
7380,00 0,000
7385,00 5,000
7390,00 1,000
7395,00 2,000
7400,00 2,000
7405,00 1,000
7410,00 0,000
7415,00 1,000
7420,00 2,000
7425,00 1,000
7430,00 4,000
7435,00 2,000
7440,00 5,000
7445,00 1,000
7450,00 4,000
7455,00 2,000
7460,00 5,000
7465,00 4,000
7470,00 1,000
7475,00 1,000
7480,00 1,000
7485,00 3,000
7490,00 2,000
7495,00 3,000
7500,00 4,000
7505,00 0,000
7510,00 0,000
7515,00 5,000
7520,00 4,000
7525,00 3,000
7530,00 1,000
7535,00 0,000
7540,00 1,000
7545,00 1,000
7550,00 5,000
7555,00 1,000
7560,00 1,000
7565,00 3,000
7570,00 2,000
7575,00 3,000
7580,00 3,000
7585,00 0,000
7590,00 2,000
7595,00 1,000
7600,00 2,000
7605,00 0,000
7610,00 5,000
7615,00 2,000
7620,00 4,000
7625,00 1,000
7630,00 1,000
7635,00 5,000
7640,00 2,000
7645,00 1,000
7650,00 0,000
7655,00 3,000
7660,00 1,000
7665,00 5,000
7670,00 2,000
7675,00 1,000
7680,00 2,000
7685,00 1,000
7690,00 0,000
7695,00 0,000
7700,00 2,000
7705,00 1,000
7710,00 3,000
7715,00 1,000
7720,00 3,000
7725,00 2,000
7730,00 1,000
7735,00 1,000
7740,00 3,000
7745,00 3,000
7750,00 2,000
7755,00 5,000
7760,00 2,000
7765,00 1,000
7770,00 1,000
7775,00 3,000
7780,00 4,000
7785,00 1,000
7790,00 5,000
7795,00 5,000
7800,00 0,000
7805,00 3,000
7810,00 1,000
7815,00 4,000
7820,00 1,000
7825,00 2,000
7830,00 2,000
7835,00 4,000
7840,00 4,000
7845,00 5,000
7850,00 5,000
7855,00 2,000
7860,00 1,000
7865,00 1,000
7870,00 3,000
7875,00 2,000
7880,00 2,000
