0,00 78208.000
20,00 12483.000
40,00 2848.000
60,00 1107.000
80,00 594.000
100,00 394.000
120,00 267.000
140,00 195.000
160,00 163.000
180,00 138.000
200,00 109.000
220,00 81.000
240,00 87.000
260,00 61.000
280,00 50.000
300,00 43.000
320,00 44.000
340,00 51.000
360,00 29.000
380,00 26.000
400,00 26.000
420,00 21.000
440,00 19.000
460,00 20.000
480,00 8.000
500,00 12.000
520,00 12.000
540,00 15.000
560,00 15.000
580,00 9.000
600,00 16.000
620,00 13.000
640,00 10.000
660,00 8.000
680,00 9.000
700,00 10.000
720,00 6.000
740,00 8.000
760,00 8.000
780,00 8.000
800,00 8.000
820,00 7.000
840,00 9.000
860,00 8.000
880,00 8.000
900,00 5.000
920,00 7.000
940,00 5.000
960,00 3.000
980,00 9.000
1000,00 9.000
1020,00 6.000
1040,00 4.000
1060,00 6.000
1080,00 3.000
1100,00 5.000
1120,00 2.000
1140,00 10.000
1160,00 10.000
1180,00 7.000
1200,00 13.000
1220,00 18.000
1240,00 12.000
1260,00 20.000
1280,00 26.000
1300,00 35.000
1320,00 83.000
1340,00 1170.000
1360,00 1539.000
1380,00 1435.000
1400,00 1392.000
1420,00 992.000
1440,00 35.000
1460,00 21.000
1480,00 9.000
1500,00 8.000
1520,00 5.000
1540,00 4.000
1560,00 5.000
1580,00 3.000
1600,00 2.000
1620,00 4.000
1640,00 4.000
1660,00 2.000
1680,00 2.000
1700,00 0.000
1720,00 2.000
1740,00 4.000
1760,00 0.000
1780,00 1.000
1800,00 1.000
1820,00 1.000
1840,00 1.000
1860,00 0.000
1880,00 0.000
1900,00 1.000
1920,00 1.000
1940,00 0.000
1960,00 0.000
1980,00 0.000
2000,00 1.000
2020,00 3.000
2040,00 0.000
2060,00 0.000
2080,00 0.000
2100,00 1.000
2120,00 0.000
2140,00 0.000
2160,00 0.000
2180,00 1.000
2200,00 1.000
2220,00 2.000
2240,00 1.000
2260,00 1.000
2280,00 0.000
2300,00 3.000
2320,00 1.000
2340,00 1.000
2360,00 0.000
2380,00 0.000
2400,00 0.000
2420,00 1.000
2440,00 2.000
2460,00 1.000
2480,00 1.000
2500,00 6.000
2520,00 5.000
2540,00 38.000
2560,00 105.000
2580,00 105.000
2600,00 99.000
2620,00 98.000
2640,00 93.000
2660,00 87.000
2680,00 85.000
2700,00 83.000
2720,00 20.000
2740,00 3.000
2760,00 0.000
2780,00 3.000
2800,00 0.000
2820,00 1.000
2840,00 4.000
2860,00 0.000
2880,00 1.000
2900,00 1.000
2920,00 2.000
2940,00 0.000
2960,00 1.000
2980,00 0.000
3000,00 0.000
3020,00 1.000
3040,00 2.000
3060,00 0.000
3080,00 0.000
3100,00 0.000
3120,00 0.000
3140,00 0.000
3160,00 1.000
3180,00 1.000
3200,00 1.000
3220,00 0.000
3240,00 1.000
3260,00 1.000
3280,00 1.000
3300,00 1.000
3320,00 1.000
3340,00 0.000
3360,00 0.000
3380,00 0.000
3400,00 0.000
3420,00 0.000
3440,00 0.000
3460,00 1.000
3480,00 1.000
3500,00 0.000
3520,00 0.000
3540,00 0.000
3560,00 0.000
3580,00 0.000
3600,00 0.000
3620,00 0.000
3640,00 1.000
3660,00 1.000
3680,00 1.000
3700,00 0.000
3720,00 2.000
3740,00 0.000
3760,00 0.000
3780,00 0.000
3800,00 0.000
3820,00 0.000
3840,00 0.000
3860,00 0.000
3880,00 0.000
3900,00 0.000
3920,00 0.000
3940,00 0.000
3960,00 0.000
3980,00 0.000
4000,00 1.000
4020,00 1.000
4040,00 0.000
4060,00 0.000
4080,00 0.000
4100,00 0.000
4120,00 0.000
4140,00 0.000
4160,00 0.000
4180,00 0.000
4200,00 0.000
4220,00 0.000
4240,00 0.000
4260,00 1.000
4280,00 0.000
4300,00 1.000
4320,00 0.000
4340,00 0.000
4360,00 0.000
4380,00 0.000
4400,00 0.000
4420,00 1.000
4440,00 0.000
4460,00 0.000
4480,00 0.000
4500,00 0.000
4520,00 1.000
4540,00 0.000
4560,00 0.000
4580,00 0.000
4600,00 0.000
4620,00 0.000
4640,00 0.000
4660,00 0.000
4680,00 0.000
4700,00 1.000
4720,00 0.000
4740,00 0.000
4760,00 0.000
4780,00 0.000
4800,00 0.000
4820,00 1.000
4840,00 0.000
4860,00 1.000
4880,00 0.000
4900,00 1.000
4920,00 1.000
4940,00 0.000
4960,00 0.000
4980,00 0.000
5000,00 0.000
5020,00 0.000
5040,00 0.000
5060,00 1.000
5080,00 0.000
5100,00 0.000
5120,00 0.000
5140,00 0.000
5160,00 0.000
5180,00 0.000
5200,00 0.000
5220,00 1.000
5240,00 0.000
5260,00 0.000
5280,00 0.000
5300,00 1.000
5320,00 0.000
5340,00 0.000
5360,00 0.000
5380,00 1.000
5400,00 0.000
5420,00 0.000
5440,00 1.000
5460,00 0.000
5480,00 0.000
5500,00 0.000
5520,00 0.000
5540,00 0.000
5560,00 0.000
5580,00 0.000
5600,00 0.000
5620,00 1.000
5640,00 0.000
5660,00 1.000
5680,00 0.000
5700,00 0.000
5720,00 1.000
5740,00 0.000
5760,00 1.000
5780,00 0.000
5800,00 0.000
5820,00 0.000
5840,00 0.000
5860,00 0.000
5880,00 0.000
5900,00 0.000
5920,00 0.000
5940,00 0.000
5960,00 0.000
5980,00 0.000
6000,00 0.000
6020,00 0.000
6040,00 3.000
6060,00 0.000
6080,00 0.000
6100,00 0.000
6120,00 0.000
6140,00 0.000
6160,00 0.000
6180,00 0.000
6200,00 0.000
6220,00 0.000
6240,00 0.000
6260,00 0.000
6280,00 1.000
6300,00 0.000
6320,00 0.000
6340,00 0.000
6360,00 0.000
6380,00 1.000
6400,00 0.000
6420,00 1.000
6440,00 0.000
6460,00 1.000
6480,00 0.000
6500,00 0.000
6520,00 0.000
6540,00 0.000
6560,00 0.000
6580,00 0.000
6600,00 0.000
6620,00 0.000
6640,00 0.000
6660,00 1.000
6680,00 0.000
6700,00 1.000
6720,00 0.000
6740,00 0.000
6760,00 1.000
6780,00 1.000
6800,00 1.000
6820,00 0.000
6840,00 0.000
6860,00 0.000
6880,00 1.000
6900,00 0.000
6920,00 0.000
6940,00 0.000
6960,00 1.000
6980,00 0.000
7000,00 1.000
7020,00 1.000
7040,00 0.000
7060,00 0.000
7080,00 0.000
7100,00 1.000
7120,00 1.000
7140,00 0.000
7160,00 0.000
7180,00 0.000
7200,00 0.000
7220,00 0.000
7240,00 0.000
7260,00 0.000
7280,00 0.000
7300,00 0.000
7320,00 0.000
7340,00 1.000
7360,00 0.000
7380,00 1.000
7400,00 0.000
7420,00 0.000
7440,00 1.000
7460,00 0.000
7480,00 0.000
7500,00 0.000
7520,00 0.000
7540,00 0.000
7560,00 2.000
7580,00 0.000
7600,00 1.000
7620,00 1.000
7640,00 0.000
7660,00 2.000
7680,00 0.000
7700,00 0.000
7720,00 1.000
7740,00 1.000
7760,00 2.000
7780,00 0.000
7800,00 0.000
7820,00 0.000
7840,00 0.000
7860,00 1.000
7880,00 2.000
7900,00 1.000
7920,00 0.000
7940,00 0.000
7960,00 4.000
7980,00 2.000
8000,00 3.000
8020,00 1.000
8040,00 1.000
8060,00 3.000
8080,00 4.000
8100,00 4.000
8120,00 5.000
8140,00 9.000
8160,00 23.000
8180,00 41.000
8200,00 40.000
8220,00 56.000
8240,00 47.000
8260,00 53.000
8280,00 54.000
8300,00 49.000
8320,00 55.000
8340,00 45.000
8360,00 54.000
8380,00 64.000
8400,00 60.000
8420,00 45.000
8440,00 41.000
8460,00 61.000
8480,00 51.000
8500,00 46.000
8520,00 48.000
8540,00 33.000
8560,00 49.000
8580,00 57.000
8600,00 40.000
8620,00 50.000
8640,00 47.000
8660,00 42.000
8680,00 45.000
8700,00 46.000
8720,00 15.000
8740,00 5.000
8760,00 3.000
8780,00 2.000
8800,00 1.000
8820,00 3.000
8840,00 2.000
8860,00 0.000
8880,00 4.000
8900,00 0.000
8920,00 0.000
8940,00 0.000
8960,00 0.000
8980,00 1.000
9000,00 0.000
9020,00 1.000
9040,00 1.000
9060,00 3.000
9080,00 1.000
9100,00 0.000
9120,00 0.000
9140,00 0.000
9160,00 0.000
9180,00 0.000
9200,00 1.000
9220,00 1.000
9240,00 1.000
9260,00 0.000
9280,00 0.000
9300,00 0.000
9320,00 0.000
9340,00 0.000
9360,00 0.000
9380,00 0.000
9400,00 0.000
9420,00 0.000
9440,00 1.000
9460,00 0.000
9480,00 0.000
9500,00 0.000
9520,00 0.000
9540,00 0.000
9560,00 0.000
9580,00 0.000
9600,00 0.000
9620,00 0.000
9640,00 0.000
9660,00 0.000
9680,00 1.000
9700,00 0.000
9720,00 0.000
9740,00 1.000
9760,00 1.000
9780,00 0.000
9800,00 0.000
9820,00 0.000
9840,00 0.000
9860,00 0.000
9880,00 1.000
9900,00 0.000
9920,00 1.000
9940,00 1.000
9960,00 1.000
9980,00 1.000
10000,00 0.000
10020,00 0.000
10040,00 0.000
10060,00 1.000
10080,00 0.000
10100,00 0.000
10120,00 0.000
10140,00 0.000
10160,00 0.000
10180,00 0.000
10200,00 0.000
10220,00 1.000
10240,00 0.000
10260,00 0.000
10280,00 0.000
10300,00 0.000
10320,00 0.000
10340,00 0.000
10360,00 0.000
10380,00 1.000
10400,00 0.000
10420,00 0.000
10440,00 0.000
10460,00 0.000
10480,00 1.000
10500,00 0.000
10520,00 0.000
10540,00 0.000
10560,00 0.000
10580,00 1.000
10600,00 0.000
10620,00 0.000
10640,00 0.000
10660,00 0.000
10680,00 0.000
10700,00 1.000
10720,00 0.000
10740,00 0.000
10760,00 0.000
10780,00 0.000
10800,00 0.000
10820,00 0.000
10840,00 0.000
10860,00 0.000
10880,00 0.000
10900,00 0.000
10920,00 0.000
10940,00 0.000
10960,00 0.000
10980,00 0.000
11000,00 0.000
11020,00 0.000
11040,00 1.000
11060,00 0.000
11080,00 0.000
11100,00 0.000
11120,00 0.000
11140,00 0.000
11160,00 0.000
11180,00 0.000
11200,00 0.000
11220,00 0.000
11240,00 0.000
11260,00 0.000
11280,00 0.000
11300,00 0.000
11320,00 0.000
11340,00 0.000
11360,00 0.000
11380,00 0.000
11400,00 0.000
11420,00 0.000
11440,00 0.000
11460,00 0.000
11480,00 0.000
11500,00 0.000
11520,00 0.000
11540,00 0.000
11560,00 0.000
11580,00 1.000
11600,00 0.000
11620,00 0.000
11640,00 0.000
11660,00 0.000
11680,00 0.000
11700,00 0.000
11720,00 0.000
11740,00 0.000
11760,00 0.000
11780,00 0.000
11800,00 0.000
11820,00 0.000
11840,00 0.000
11860,00 0.000
11880,00 0.000
11900,00 0.000
11920,00 0.000
11940,00 0.000
11960,00 0.000
11980,00 0.000
12000,00 0.000
12020,00 0.000
12040,00 0.000
12060,00 0.000
12080,00 0.000
12100,00 0.000
12120,00 0.000
12140,00 0.000
12160,00 0.000
12180,00 0.000
12200,00 0.000
12220,00 0.000
12240,00 0.000
12260,00 0.000
12280,00 0.000
12300,00 0.000
12320,00 0.000
12340,00 0.000
12360,00 0.000
12380,00 0.000
12400,00 0.000
12420,00 0.000
12440,00 0.000
12460,00 0.000
12480,00 0.000
12500,00 0.000
12520,00 0.000
12540,00 0.000
12560,00 1.000
12580,00 0.000
12600,00 0.000
12620,00 0.000
12640,00 0.000
12660,00 0.000
12680,00 0.000
12700,00 0.000
12720,00 0.000
12740,00 0.000
12760,00 0.000
12780,00 0.000
12800,00 0.000
12820,00 0.000
12840,00 0.000
12860,00 0.000
12880,00 0.000
12900,00 0.000
12920,00 0.000
12940,00 0.000
12960,00 0.000
12980,00 0.000
13000,00 0.000
13020,00 0.000
13040,00 0.000
13060,00 0.000
13080,00 0.000
13100,00 0.000
13120,00 0.000
13140,00 1.000
13160,00 0.000
13180,00 0.000
13200,00 0.000
13220,00 0.000
13240,00 0.000
13260,00 0.000
13280,00 0.000
13300,00 0.000
13320,00 0.000
13340,00 0.000
13360,00 0.000
13380,00 0.000
13400,00 0.000
13420,00 0.000
13440,00 0.000
13460,00 0.000
13480,00 0.000
13500,00 0.000
13520,00 0.000
13540,00 0.000
13560,00 0.000
13580,00 0.000
13600,00 0.000
13620,00 0.000
13640,00 0.000
13660,00 0.000
13680,00 0.000
13700,00 0.000
13720,00 0.000
13740,00 0.000
13760,00 0.000
13780,00 0.000
13800,00 0.000
13820,00 0.000
13840,00 0.000
13860,00 0.000
13880,00 0.000
13900,00 0.000
13920,00 0.000
13940,00 0.000
13960,00 0.000
13980,00 0.000
14000,00 0.000
14020,00 0.000
14040,00 0.000
14060,00 0.000
14080,00 0.000
14100,00 0.000
14120,00 0.000
14140,00 0.000
14160,00 0.000
14180,00 1.000
14200,00 0.000
14220,00 0.000
14240,00 1.000
14260,00 0.000
14280,00 0.000
14300,00 0.000
14320,00 0.000
14340,00 0.000
14360,00 0.000
14380,00 0.000
14400,00 0.000
14420,00 0.000
14440,00 0.000
14460,00 0.000
14480,00 0.000
14500,00 0.000
14520,00 0.000
14540,00 0.000
14560,00 0.000
14580,00 0.000
14600,00 0.000
14620,00 0.000
14640,00 0.000
14660,00 0.000
14680,00 1.000
14700,00 0.000
14720,00 0.000
14740,00 0.000
14760,00 0.000
14780,00 0.000
14800,00 0.000
14820,00 0.000
14840,00 0.000
14860,00 0.000
14880,00 0.000
14900,00 0.000
14920,00 0.000
14940,00 0.000
14960,00 0.000
14980,00 0.000
15000,00 1.000
15020,00 0.000
15040,00 0.000
