E,eV	dN/dE,part/eV
6700	11
6710	14
6720	16
6730	10
6740	11
6750	8
6760	16
6770	16
6780	8
6790	10
6800	16
6810	8
6820	15
6830	7
6840	18
6850	14
6860	16
6870	18
6880	12
6890	21
6900	14
6910	9
6920	17
6930	11
6940	13
6950	11
6960	25
6970	9
6980	12
6990	13
7000	15
7010	23
7020	18
7030	17
7040	20
7050	20
7060	23
7070	20
7080	11
7090	14
7100	15
7110	18
7120	15
7130	17
7140	16
7150	10
7160	23
7170	13
7180	10
7190	13
7200	25
7210	21
7220	16
7230	33
7240	17
7250	14
7260	24
7270	19
7280	22
7290	18
7300	20
7310	19
7320	21
7330	13
7340	23
7350	21
7360	9
7370	19
7380	18
7390	14
7400	23
7410	21
7420	26
7430	24
7440	16
7450	14
7460	25
7470	23
7480	20
7490	19
7500	27
7510	19
7520	26
7530	25
7540	18
7550	23
7560	21
7570	23
7580	20
7590	25
7600	23
7610	28
7620	20
7630	24
7640	27
7650	29
7660	37
7670	36
7680	37
7690	37
7700	25
7710	24
7720	34
7730	40
7740	29
7750	36
7760	23
7770	31
7780	36
7790	39
7800	38
7810	28
7820	40
7830	41
7840	35
7850	43
7860	30
7870	39
7880	44
7890	45
7900	38
7910	40
7920	48
7930	39
7940	56
7950	47
7960	47
7970	56
7980	50
7990	58
8000	45
8010	57
8020	46
8030	50
8040	64
8050	58
8060	65
8070	77
8080	65
8090	78
8100	84
8110	89
8120	85
8130	126
8140	102
8150	105
8160	129
8170	116
8180	115
8190	158
8200	141
8210	147
8220	142
8230	144
8240	144
8250	167
8260	157
8270	157
8280	162
8290	156
8300	174
8310	164
8320	162
8330	147
8340	154
8350	162
8360	157
8370	142
8380	159
8390	148
8400	159
8410	161
8420	131
8430	157
8440	138
8450	150
8460	155
8470	142
8480	136
8490	146
8500	143
8510	139
8520	134
8530	134
8540	142
8550	131
8560	150
8570	147
8580	136
8590	145
8600	113
8610	127
8620	114
8630	126
8640	118
8650	117
8660	103
8670	97
8680	80
8690	83
8700	72
8710	67
8720	51
8730	55
8740	43
8750	47
8760	44
8770	51
8780	37
8790	48
8800	31
8810	35
8820	23
8830	42
8840	31
8850	28
8860	30
8870	24
8880	27
8890	20
8900	28
8910	18
8920	19
8930	31
8940	22
8950	19
8960	20
8970	19
8980	16
8990	19
9000	21
9010	15
9020	27
9030	11
9040	13
9050	28
9060	14
9070	17
9080	14
9090	15
9100	16
9110	11
9120	12
9130	11
9140	13
9150	13
9160	20
9170	16
9180	12
9190	11
9200	20
9210	20
9220	18
9230	8
9240	10
9250	15
9260	9
9270	16
9280	9
9290	14
9300	13
9310	6
9320	6
9330	8
9340	16
9350	7
9360	8
9370	12
9380	9
9390	16
9400	9
9410	6
9420	10
9430	12
9440	11
9450	8
9460	8
9470	8
9480	8
9490	7
9500	6
9510	8
9520	9
9530	7
9540	5
9550	7
9560	6
9570	10
9580	8
9590	10
9600	6
9610	4
9620	9
9630	9
9640	7
9650	8
9660	4
9670	15
9680	5
9690	10
9700	5
9710	5
9720	11
9730	9
9740	7
9750	7
9760	8
9770	3
9780	4
9790	5
9800	3
9810	6
9820	5
9830	6
9840	11
9850	5
9860	3
9870	7
9880	7
9890	9
9900	7
9910	4
9920	6
9930	7
9940	9
9950	4
9960	2
9970	7
9980	8
9990	7
10000	10
10010	6
10020	9
10030	11
10040	4
10050	1
10060	3
10070	2
10080	3
10090	6
10100	4
10110	3
10120	2
10130	8
10140	5
10150	3
10160	3
10170	3
10180	2
10190	3
10200	3
10210	4
10220	6
10230	3
10240	5
10250	9
10260	1
10270	4
10280	3
10290	4
10300	5
10310	6
10320	9
10330	7
10340	6
10350	3
10360	6
10370	8
10380	4
10390	5
10400	5
10410	2
10420	2
10430	5
10440	6
10450	4
10460	4
10470	5
10480	1
10490	0
10500	3
10510	3
10520	4
10530	5
10540	5
10550	1
10560	6
10570	2
10580	2
10590	3
10600	1
10610	1
10620	10
10630	5
10640	2
10650	2
10660	2
10670	3
10680	1
10690	1
10700	2
10710	4
10720	1
10730	4
10740	4
10750	6
10760	4
10770	2
10780	2
10790	3
10800	2
10810	4
10820	2
10830	3
10840	2
10850	1
10860	5
10870	2
10880	1
10890	3
10900	0
10910	1
10920	3
10930	2
10940	3
10950	2
10960	2
10970	5
10980	0
10990	6
11000	0
11010	0
11020	2
11030	0
11040	3
11050	8
11060	0
11070	3
11080	3
11090	4
11100	1
11110	2
11120	1
11130	2
11140	1
11150	2
11160	0
11170	6
11180	2
11190	1
11200	1
11210	2
11220	2
11230	3
11240	2
11250	0
11260	1
11270	4
11280	0
11290	2
11300	3
11310	1
11320	3
11330	2
11340	1
11350	1
11360	1
11370	3
11380	3
11390	0
11400	3
11410	3
11420	1
11430	3
11440	2
11450	1
11460	1
11470	0
11480	1
11490	3
11500	3
11510	1
11520	3
11530	3
11540	3
11550	1
11560	2
11570	4
11580	0
11590	3
11600	0
11610	1
11620	2
11630	2
11640	3
11650	2
11660	1
11670	2
11680	1
11690	1
11700	0
11710	2
11720	2
11730	1
11740	0
11750	2
11760	1
11770	0
11780	2
11790	1
11800	1
11810	0
11820	3
11830	0
11840	1
11850	2
11860	1
11870	1
11880	3
11890	1
11900	0
11910	0
11920	0
11930	2
11940	0
11950	0
11960	0
11970	1
11980	1
11990	0
12000	0
12010	0
12020	2
12030	1
12040	2
12050	1
12060	0
12070	0
12080	0
12090	2
12100	2
12110	2
12120	0
12130	3
12140	1
12150	1
12160	3
12170	0
12180	1
12190	0
12200	1
12210	0
12220	0
12230	1
12240	0
12250	1
12260	1
12270	0
12280	0
12290	1
12300	0
12310	0
12320	0
12330	1
12340	1
12350	0
12360	4
12370	0
12380	0
12390	1
12400	0
12410	1
12420	1
12430	1
12440	2
12450	1
12460	0
12470	1
12480	1
12490	1
12500	1
12510	1
12520	3
12530	1
12540	3
12550	0
12560	2
12570	2
12580	0
12590	0
12600	1
12610	1
12620	2
12630	1
12640	1
12650	2
12660	2
12670	2
12680	1
12690	1
12700	0
12710	1
12720	0
12730	4
12740	0
12750	2
12760	1
12770	2
12780	1
12790	0
12800	3
12810	0
12820	1
12830	0
12840	0
12850	1
12860	1
12870	2
12880	1
12890	2
12900	2
12910	1
12920	1
12930	0
12940	1
12950	1
12960	1
12970	1
12980	3
12990	1
13000	2
13010	1
13020	0
13030	1
13040	2
13050	2
13060	0
13070	0
13080	1
13090	4
13100	0
13110	3
13120	1
13130	2
13140	0
13150	0
13160	0
13170	2
13180	2
13190	3
13200	2
13210	0
13220	1
13230	0
13240	1
13250	3
13260	1
13270	3
13280	0
13290	1
13300	0
13310	1
13320	1
13330	1
13340	3
13350	1
13360	2
13370	1
13380	0
13390	0
13400	1
13410	2
13420	1
13430	1
13440	0
13450	2
13460	0
13470	1
13480	1
13490	0
13500	2
13510	2
13520	4
13530	1
13540	3
13550	2
13560	0
13570	1
13580	0
13590	3
13600	4
13610	0
13620	1
13630	1
13640	1
13650	1
13660	2
13670	1
13680	3
13690	2
13700	3
13710	1
13720	2
13730	1
13740	0
13750	3
13760	2
13770	1
13780	1
13790	2
13800	1
13810	2
13820	3
13830	0
13840	2
13850	0
13860	1
13870	3
13880	0
13890	0
13900	1
13910	1
13920	0
13930	1
13940	2
13950	2
13960	2
13970	1
13980	2
13990	1
14000	1
14010	0
14020	1
14030	2
14040	2
14050	1
14060	2
14070	1
14080	1
14090	2
14100	2
14110	1
14120	2
14130	0
14140	1
14150	1
14160	0
14170	1
14180	2
14190	2
14200	0
14210	2
14220	2
14230	1
14240	4
14250	1
14260	1
14270	2
14280	2
14290	1
14300	3
14310	2
14320	1
14330	2
14340	4
14350	3
14360	1
14370	1
14380	3
14390	1
14400	1
14410	2
14420	3
14430	1
14440	2
14450	3
14460	2
14470	1
14480	1
14490	2
14500	0
14510	3
14520	0
14530	0
14540	1
14550	1
14560	1
14570	0
14580	4
14590	0
14600	1
14610	3
14620	2
14630	0
14640	2
14650	3
14660	2
14670	2
14680	1
14690	2
14700	1
14710	0
14720	0
14730	1
14740	2
14750	2
14760	2
14770	5
14780	2
14790	3
14800	1
14810	0
14820	0
14830	1
14840	3
14850	3
14860	2
14870	0
14880	3
14890	3
14900	1
14910	2
14920	3
14930	0
14940	3
14950	2
14960	4
14970	2
14980	1
14990	2
15000	1
15010	5
15020	1
15030	0
15040	3
15050	1
15060	6
15070	2
15080	1
15090	2
15100	2
15110	3
15120	3
15130	0
15140	0
15150	0
15160	4
15170	1
15180	3
15190	5
15200	2
15210	5
15220	2
15230	2
15240	2
15250	4
15260	2
15270	0
15280	3
15290	2
15300	5
15310	7
15320	1
15330	3
15340	0
15350	1
15360	5
15370	5
15380	0
15390	0
15400	3
15410	2
15420	3
15430	1
15440	3
15450	5
15460	1
15470	1
15480	5
15490	0
15500	3
15510	1
15520	4
15530	2
15540	1
15550	1
15560	3
15570	1
15580	4
15590	5
15600	4
15610	3
15620	0
15630	5
15640	1
15650	0
15660	3
15670	5
15680	2
15690	1
15700	3
15710	0
15720	7
15730	3
15740	2
15750	5
15760	4
15770	2
15780	4
15790	3
15800	1
15810	0
15820	2
15830	2
15840	3
15850	4
15860	4
15870	5
15880	3
15890	4
15900	4
15910	3
15920	4
15930	4
15940	3
15950	6
15960	3
15970	3
15980	1
15990	5
16000	2
16010	3
16020	3
16030	5
16040	2
16050	4
16060	4
16070	3
16080	1
16090	2
16100	5
16110	7
16120	2
16130	8
16140	1
16150	7
16160	3
16170	3
16180	5
16190	4
16200	5
16210	4
16220	5
16230	5
16240	6
16250	8
16260	6
16270	4
16280	7
16290	2
16300	4
16310	6
16320	0
16330	3
16340	3
16350	4
16360	6
16370	5
16380	3
16390	5
16400	8
16410	4
16420	6
16430	5
16440	4
16450	11
16460	8
16470	6
16480	2
16490	12
16500	5
16510	3
16520	4
16530	4
16540	3
16550	6
16560	7
16570	4
16580	5
16590	4
16600	8
16610	4
16620	5
16630	7
16640	5
16650	5
16660	8
16670	3
16680	7
16690	5
16700	6
16710	3
16720	5
16730	7
16740	6
16750	6
16760	6
16770	8
16780	5
16790	5
16800	7
16810	10
16820	7
16830	9
16840	13
16850	5
16860	11
16870	5
16880	13
16890	9
16900	11
16910	10
16920	10
16930	12
16940	11
16950	3
16960	10
16970	8
16980	6
16990	6
17000	8
17010	12
17020	8
17030	6
17040	8
17050	10
17060	10
17070	10
17080	9
17090	8
17100	14
17110	17
17120	15
17130	10
17140	8
17150	9
17160	19
17170	6
17180	13
17190	10
17200	18
17210	11
17220	9
17230	15
17240	6
17250	16
17260	17
17270	14
17280	10
17290	10
17300	15
17310	14
17320	14
17330	15
17340	12
17350	13
17360	23
17370	13
17380	7
17390	16
17400	20
17410	15
17420	18
17430	8
17440	20
17450	19
17460	24
17470	30
17480	18
17490	15
17500	23
17510	22
17520	20
17530	19
17540	15
17550	21
17560	28
17570	16
17580	17
17590	25
17600	14
17610	25
17620	24
17630	23
17640	23
17650	16
17660	19
17670	24
17680	25
17690	21
17700	42
17710	29
17720	31
17730	28
17740	24
17750	36
17760	37
17770	30
17780	23
17790	26
17800	28
17810	40
17820	32
17830	34
17840	40
17850	56
17860	52
17870	31
17880	35
17890	33
17900	38
17910	33
17920	49
17930	53
17940	50
17950	53
17960	42
17970	46
17980	59
17990	55
18000	47
18010	49
18020	56
18030	57
18040	52
18050	71
18060	55
18070	62
18080	78
18090	70
18100	80
18110	79
18120	84
18130	76
18140	68
18150	95
18160	76
18170	105
18180	115
18190	99
18200	93
18210	131
18220	123
18230	131
18240	119
18250	130
18260	164
18270	143
18280	162
18290	169
18300	168
18310	209
18320	173
18330	215
18340	259
18350	261
18360	285
18370	328
18380	349
18390	379
18400	383
18410	482
18420	545
18430	663
18440	663
18450	831
18460	950
18470	1134
18480	1405
18490	1571
18500	1894
18510	2114
18520	2297
18530	2468
18540	2449
18550	2501
18560	2580
18570	2535
18580	2714
18590	2603
18600	2683
18610	2677
18620	2688
18630	2695
18640	2558
18650	2551
18660	2530
18670	2545
18680	2423
18690	2259
18700	2001
18710	1738
18720	1260
18730	930
18740	731
18750	652
18760	516
18770	430
18780	429
18790	354
18800	359
18810	345
18820	311
18830	290
18840	278
18850	247
18860	231
18870	223
18880	229
18890	207
18900	222
18910	202
18920	209
18930	194
18940	175
18950	165
18960	181
18970	169
18980	161
18990	156
19000	150
19010	156
19020	127
19030	143
19040	151
19050	166
19060	107
19070	141
19080	142
19090	131
19100	138
19110	132
19120	129
19130	125
19140	137
19150	129
19160	118
19170	91
19180	108
19190	82
19200	69
19210	69
19220	73
19230	34
19240	31
19250	34
19260	19
19270	14
19280	2
19290	0
19300	0
19310	0
19320	0
19330	0
19340	0
19350	0
19360	0
19370	0
19380	0
19390	0
19400	0
19410	0
19420	0
19430	0
19440	0
19450	0
19460	0
19470	0
19480	0
19490	0
19500	0
19510	0
19520	0
19530	0
19540	0
19550	0
19560	0
19570	0
19580	0
19590	0
19600	0
19610	0
19620	0
19630	0
19640	0
19650	0
19660	0
19670	0
19680	0
19690	0
19700	0
19710	0
19720	0
19730	0
19740	0
19750	0
19760	0
19770	0
19780	0
19790	0
19800	0
19810	0
19820	0
19830	0
19840	0
19850	0
19860	0
19870	0
19880	0
19890	0
19900	0
19910	0
19920	0
19930	0
19940	0
19950	0
19960	0
19970	0
19980	0
19990	0
20000	0
